bc_wells	gene_count	tscp_count	mread_count	pct_counts_mt	cluster	pct_counts_mt_below_15
42_75_64__s1	876	1236	1654	15.857606	0	0
42_75_77__s1	2736	5166	6903	16.498838	4	0
42_75_89__s1	824	1265	1631	20.015821	0	0
42_75_96__s1	1780	3080	4155	17.538162	0	0
42_76_03__s1	698	1052	1384	19.391636	4	0
42_76_21__s1	1490	2799	3658	23.32976	1	0
42_76_24__s1	1371	2153	2837	17.007435	5	0
42_76_26__s1	876	1280	1722	16.5625	0	0
42_76_56__s1	971	1407	1896	14.214641	0	1
42_76_79__s1	1310	1945	2479	15.526992	1	0
42_76_88__s1	779	1142	1469	18.388792	0	0
42_77_12__s1	2405	4224	5547	13.098058	1	1
42_77_16__s1	1926	3367	4532	23.113487	2	0
42_77_29__s1	1510	2336	3016	11.77226	0	1
42_77_30__s1	826	1127	1467	12.954748	0	1
42_77_39__s1	1398	2254	2929	14.076376	1	1
42_77_41__s1	1487	2291	3021	15.495417	6	0
42_77_59__s1	812	1295	1630	23.320463	0	0
42_77_71__s1	616	876	1132	21.142857	4	0
42_78_04__s1	635	893	1170	19.596865	7	0
42_78_11__s1	652	833	1093	9.603842	0	1
42_78_22__s1	661	886	1148	13.995485	0	1
42_78_29__s1	1052	1627	2154	22.14022	0	0
42_78_44__s1	1619	2744	3616	16.411379	0	0
42_78_56__s1	1117	1697	2226	14.319387	4	1
42_78_57__s1	1567	2524	3384	15.649763	1	0
42_79_01__s1	898	1470	1946	19.863945	1	0
42_79_44__s1	757	1077	1407	19.127205	0	0
42_79_58__s1	965	1459	1888	15.558602	0	0
42_79_94__s1	594	854	1116	21.311476	0	0
42_80_13__s1	577	839	1076	18.735085	1	0
42_80_15__s1	658	944	1263	18.961864	0	0
42_80_32__s1	1337	2124	2846	18.644068	7	0
42_80_35__s1	1213	1684	2241	11.342043	4	1
42_80_58__s1	616	793	1067	12.988651	0	1
42_80_67__s1	697	1039	1328	21.559193	0	0
42_80_84__s1	781	998	1314	9.218437	2	1
42_80_91__s1	1006	1391	1818	9.352518	2	1
42_81_05__s1	1247	1851	2465	16.432432	3	0
42_81_12__s1	1402	2138	2821	14.038372	6	1
42_81_21__s1	1781	2921	3914	15.616438	5	0
42_81_50__s1	1959	3675	4870	21.578232	0	0
42_81_68__s1	1268	1857	2450	13.415948	0	1
42_81_86__s1	1804	3246	4387	23.266563	1	0
42_81_90__s1	1766	2795	3796	13.667263	5	1
42_81_91__s1	1601	2932	3902	21.596725	0	0
42_82_22__s1	1374	2087	2774	13.176809	1	1
42_82_29__s1	926	1302	1673	16.359447	0	0
42_82_35__s1	2247	4009	5308	15.88925	0	0
42_82_39__s1	1479	2275	3011	12.26913	5	1
42_82_40__s1	642	885	1171	17.062147	1	0
42_82_46__s1	1584	2506	3295	20.590582	6	0
42_82_48__s1	922	1290	1690	14.363355	1	1
42_82_64__s1	637	880	1122	17.613636	0	0
42_82_74__s1	730	992	1277	16.935484	0	0
42_82_90__s1	556	853	1116	22.39156	6	0
42_83_05__s1	714	959	1230	15.432742	0	0
42_83_34__s1	792	983	1271	6.408952	2	1
42_84_16__s1	665	862	1121	16.473316	3	0
42_84_21__s1	1169	1900	2463	20.221169	6	0
42_84_47__s1	2068	3605	4883	16.421637	5	0
42_84_68__s1	1494	2631	3447	21.398708	4	0
42_84_84__s1	735	990	1319	13.434343	2	1
42_84_93__s1	711	949	1238	11.919831	1	1
42_85_18__s1	1538	2464	3241	15.550142	0	0
42_85_37__s1	2019	3403	4519	6.2297974	2	1
42_85_49__s1	969	1391	1829	9.489575	0	1
42_85_58__s1	1658	2733	3646	13.177159	0	1
42_85_69__s1	1567	2601	3465	18.923077	0	0
42_85_77__s1	846	1200	1602	16.333332	0	0
42_85_80__s1	1903	3393	4516	16.917183	0	0
42_85_89__s1	965	1338	1775	12.630792	0	1
42_86_20__s1	781	1085	1427	15.9447	0	0
42_86_25__s1	643	880	1188	17.272728	7	0
42_86_67__s1	823	1062	1372	8.199812	2	1
42_87_20__s1	643	834	1089	12.965186	7	1
42_87_21__s1	1492	2356	3034	11.33758	0	1
42_87_28__s1	604	834	1094	13.429257	0	1
42_87_94__s1	1342	2008	2652	13.346614	0	1
42_88_31__s1	727	1022	1330	19.178082	0	0
42_88_69__s1	958	1260	1676	6.5873017	0	1
42_88_75__s1	1061	1540	2057	16.2987	0	0
42_88_81__s1	832	1189	1487	17.998318	4	0
42_89_08__s1	1193	1848	2433	22.168022	3	0
42_89_14__s1	2309	4575	6105	18.710382	2	0
42_89_21__s1	602	880	1121	16.363636	1	0
42_89_53__s1	724	931	1199	11.063374	0	1
42_89_58__s1	621	874	1146	19.931273	0	0
42_89_76__s1	794	1283	1690	22.369448	1	0
42_89_78__s1	919	1315	1736	17.351597	3	0
42_90_18__s1	2050	3515	4675	12.375534	5	1
42_90_78__s1	758	1083	1426	17.174515	1	0
42_90_84__s1	899	1264	1646	13.6075945	0	1
42_91_07__s1	874	1324	1768	21.299093	2	0
42_91_13__s1	1283	1827	2414	12.3767805	3	1
42_91_21__s1	981	1335	1795	11.994002	0	1
42_91_30__s1	1279	2077	2721	18.199326	0	0
42_91_37__s1	786	1132	1444	19.522968	0	0
42_91_50__s1	685	987	1254	21.196754	0	0
42_91_53__s1	918	1324	1737	17.598188	0	0
42_91_75__s1	877	1397	1835	23.782236	4	0
42_92_18__s1	768	1098	1418	20.765028	0	0
42_92_28__s1	1046	1678	2150	24.62731	1	0
42_92_30__s1	693	906	1184	16.33554	2	0
42_92_43__s1	1826	3278	4357	22.910313	6	0
42_92_46__s1	691	978	1301	16.871166	0	0
42_92_51__s1	1495	2468	3244	17.179903	0	0
42_92_88__s1	1237	1868	2431	15.845825	0	0
42_92_91__s1	594	815	1036	17.546013	0	0
42_93_14__s1	1890	3421	4505	17.567963	0	0
42_93_33__s1	1042	1617	2128	20.09895	2	0
42_93_38__s1	808	1214	1578	21.84666	1	0
42_93_78__s1	695	963	1231	17.879417	0	0
42_94_01__s1	595	834	1100	19.207684	0	0
42_94_06__s1	1816	2895	3853	13.16972	0	1
42_94_14__s1	1586	2783	3680	20.316433	0	0
42_94_21__s1	1070	1559	2076	13.222079	0	1
42_94_71__s1	659	878	1151	15.945331	0	0
42_94_83__s1	1311	2089	2773	18.29502	4	0
42_94_95__s1	688	1023	1342	22.28739	2	0
42_95_04__s1	1172	1822	2407	18.386389	0	0
42_95_15__s1	1449	2402	3167	18.401333	2	0
42_95_29__s1	634	885	1175	18.305084	0	0
42_95_44__s1	636	903	1145	18.383167	3	0
42_95_52__s1	1038	1400	1862	9.714286	0	1
42_95_55__s1	1030	1490	1975	13.020134	4	1
42_95_60__s1	749	1073	1398	17.054985	0	0
42_95_87__s1	805	1306	1728	21.82236	1	0
42_95_94__s1	796	1198	1587	21.035059	0	0
42_96_75__s1	1086	1770	2280	20.508474	0	0
42_96_86__s1	906	1287	1731	15.229215	3	0
42_96_89__s1	1916	3287	4389	15.485245	0	0
44_01_22__s1	587	801	1010	17.228464	0	0
44_01_35__s1	713	957	1267	12.957157	0	1
44_01_39__s1	2052	3698	4987	14.332071	6	1
44_01_50__s1	610	843	1048	19.572954	0	0
44_01_82__s1	1488	2367	3144	14.575412	4	1
44_02_20__s1	959	1379	1822	13.995649	1	1
44_02_37__s1	742	1028	1368	16.634241	3	0
44_02_77__s1	1131	1736	2281	18.213257	0	0
44_03_20__s1	1176	1714	2206	15.052509	2	0
44_03_44__s1	873	1202	1594	13.893511	4	1
44_04_59__s1	662	890	1148	12.4719095	1	1
44_04_65__s1	836	1224	1562	17.40196	0	0
44_04_88__s1	1999	3463	4594	15.742345	0	0
44_05_08__s1	646	937	1237	22.732124	2	0
44_05_11__s1	573	822	1072	23.995129	2	0
44_05_49__s1	949	1348	1761	15.219005	0	0
44_05_87__s1	1044	1611	2088	17.132217	5	0
44_05_96__s1	923	1307	1680	16.220352	0	0
44_06_10__s1	894	1267	1666	17.600632	0	0
44_06_78__s1	1929	3175	4273	11.342155	4	1
44_06_90__s1	921	1366	1774	19.619326	0	0
44_06_94__s1	680	911	1174	14.160263	0	1
44_07_04__s1	880	1296	1717	15.972222	4	0
44_07_46__s1	957	1308	1738	10.328998	1	1
44_08_35__s1	756	1105	1424	22.10145	2	0
44_08_52__s1	662	951	1235	20.084122	1	0
44_09_20__s1	1230	2006	2677	23.180458	1	0
44_09_62__s1	1153	1822	2350	20.25247	4	0
44_10_05__s1	767	1043	1369	14.09396	0	1
44_10_61__s1	1885	3146	4126	17.55167	1	0
44_10_87__s1	1264	2020	2680	17.277227	0	0
44_11_29__s1	1022	1464	1912	17.691256	2	0
44_11_46__s1	652	863	1123	13.4414835	5	1
44_11_75__s1	1089	1586	2083	18.233438	3	0
44_11_92__s1	828	1159	1502	15.198618	1	0
44_12_14__s1	955	1319	1719	11.902957	0	1
44_12_37__s1	1117	1716	2320	20.758018	2	0
44_13_01__s1	845	1139	1479	14.574188	2	1
44_13_11__s1	987	1351	1771	9.037037	0	1
44_13_46__s1	769	1143	1450	23.53456	1	0
44_13_58__s1	935	1283	1689	16.614666	3	0
44_14_11__s1	633	820	1058	15.609756	1	0
44_14_12__s1	646	844	1110	12.677725	0	1
44_14_28__s1	812	1226	1603	22.938776	5	0
44_14_32__s1	630	864	1100	19.212963	5	0
44_14_82__s1	864	1223	1620	16.026165	0	0
44_15_12__s1	852	1238	1565	17.689823	4	0
44_15_14__s1	1561	2482	3327	14.838709	0	1
44_15_91__s1	1194	1818	2417	17.381739	0	0
44_15_93__s1	835	1186	1562	16.779089	0	0
44_16_23__s1	609	827	1082	15.235792	3	0
44_16_49__s1	789	1212	1615	22.19472	1	0
44_16_59__s1	1163	1729	2258	12.955466	0	1
44_17_01__s1	711	994	1281	20.925552	2	0
44_17_14__s1	656	898	1201	18.596882	0	0
44_17_57__s1	745	973	1297	12.949639	0	1
44_18_85__s1	746	1006	1334	17.810946	3	0
44_19_05__s1	1005	1538	2003	22.055954	3	0
44_19_16__s1	593	797	1031	13.174404	4	1
44_19_58__s1	1266	1945	2562	16.915167	5	0
44_19_60__s1	866	1215	1603	17.366257	0	0
44_19_68__s1	598	811	1044	15.925926	7	0
44_20_27__s1	607	863	1134	24.449594	2	0
44_20_41__s1	670	840	1138	9.404762	0	1
44_20_95__s1	614	864	1136	18.518518	0	0
44_21_31__s1	1191	1800	2352	16.333332	0	0
44_21_64__s1	703	961	1262	15.0884495	0	0
44_21_65__s1	1469	2399	3187	18.841183	2	0
44_21_91__s1	746	1042	1368	14.971209	2	1
44_22_53__s1	742	1010	1320	15.559961	0	0
44_22_68__s1	661	850	1069	14.470588	3	1
44_22_69__s1	1349	1917	2546	12.571727	4	1
44_22_81__s1	806	1089	1417	13.95776	0	1
44_22_93__s1	980	1582	2094	24.020227	0	0
44_23_15__s1	663	992	1276	21.068548	0	0
44_23_55__s1	609	851	1101	19.623972	0	0
44_23_75__s1	1124	1724	2321	17.74942	0	0
44_23_85__s1	764	1021	1399	11.470589	0	1
44_23_88__s1	2193	3916	5137	18.288633	2	0
44_24_03__s1	1173	1746	2256	17.18213	0	0
44_24_13__s1	1221	1781	2310	17.069063	3	0
44_24_18__s1	1153	1795	2291	16.32312	4	0
44_24_44__s1	767	1026	1353	15.107213	6	0
44_25_21__s1	1621	2571	3371	15.252918	0	0
44_25_43__s1	626	936	1200	22.32906	0	0
44_25_49__s1	748	1080	1387	18.240742	0	0
44_25_52__s1	1970	3325	4379	18.165415	2	0
44_25_66__s1	1220	1881	2506	15.319149	5	0
44_25_78__s1	1043	1648	2171	20.825745	0	0
44_26_20__s1	1008	1598	2044	22.966208	0	0
44_26_30__s1	622	889	1165	20.809898	3	0
44_26_33__s1	1280	1890	2502	13.121693	0	1
44_26_41__s1	926	1423	1894	20.604782	0	0
44_26_52__s1	648	948	1182	22.1519	4	0
44_27_03__s1	829	1110	1480	10.8205595	0	1
44_27_06__s1	584	803	1010	18.804483	2	0
44_27_28__s1	1777	3138	4129	16.443596	4	0
44_27_32__s1	675	895	1178	18.324022	6	0
44_27_46__s1	1441	2371	3157	19.274567	6	0
44_27_74__s1	784	1199	1602	23.185987	0	0
44_28_10__s1	700	975	1223	17.435898	0	0
44_28_38__s1	622	883	1129	18.346546	0	0
44_28_50__s1	777	1102	1432	19.147005	0	0
44_28_70__s1	1036	1544	2059	16.968912	0	0
44_28_85__s1	2267	4273	5689	16.924158	0	0
44_29_13__s1	644	904	1157	17.588497	0	0
44_29_38__s1	1004	1537	2056	15.875082	1	0
44_29_51__s1	788	1142	1507	19.176882	3	0
44_30_08__s1	909	1265	1690	15.573123	2	0
44_30_12__s1	805	1069	1389	11.973807	0	1
44_30_43__s1	630	816	1052	12.867647	0	1
44_30_58__s1	734	1061	1347	21.792454	6	0
44_31_46__s1	1054	1429	1912	7.3529415	0	1
44_31_52__s1	1181	1715	2271	14.927113	4	1
44_31_85__s1	1071	1614	2137	15.49907	0	0
44_32_92__s1	1101	1590	2156	15.283018	0	0
44_33_38__s1	518	793	1039	22.446405	0	0
44_33_52__s1	1106	1682	2226	16.111773	0	0
44_33_53__s1	1690	2636	3490	10.7739	0	1
44_33_61__s1	1395	2276	2997	16.564148	0	0
44_33_64__s1	693	1007	1325	19.860973	1	0
44_33_78__s1	1138	1746	2295	17.525772	0	0
44_34_09__s1	597	855	1129	20.584795	0	0
44_34_12__s1	597	835	1102	19.567827	4	0
44_34_67__s1	1694	2854	3670	16.935484	0	0
44_34_70__s1	694	918	1218	13.28976	0	1
44_35_06__s1	880	1292	1615	18.266253	0	0
44_35_07__s1	1046	1325	1745	0.9063444	2	1
44_35_13__s1	659	931	1203	20.408163	2	0
44_35_23__s1	686	957	1243	16.631798	0	0
44_35_51__s1	639	851	1091	15.863689	1	0
44_35_52__s1	681	922	1205	14.208242	7	1
44_35_65__s1	1537	2525	3369	14.653465	0	1
44_35_69__s1	939	1387	1769	17.604618	0	0
44_35_78__s1	1622	2563	3403	12.017167	4	1
44_36_10__s1	1119	1575	2053	11.428572	5	1
44_36_12__s1	716	1029	1369	18.756073	0	0
44_36_33__s1	1724	2965	3957	21.262234	6	0
44_36_68__s1	673	931	1184	18.045113	7	0
44_36_88__s1	672	884	1163	17.307693	2	0
44_37_37__s1	794	1098	1453	15.027322	5	0
44_37_91__s1	644	899	1152	14.794215	0	1
44_38_13__s1	866	1196	1504	14.632108	1	1
44_38_89__s1	664	1062	1359	24.952919	1	0
44_39_10__s1	904	1360	1753	16.470589	2	0
44_39_14__s1	636	870	1094	17.931036	0	0
44_39_18__s1	654	859	1091	16.996508	0	0
44_39_27__s1	680	1044	1374	22.318007	4	0
44_39_31__s1	710	1000	1261	21.199999	2	0
44_39_38__s1	780	1109	1414	17.493238	4	0
44_39_47__s1	603	830	1054	18.072289	3	0
44_39_55__s1	774	1055	1317	14.691943	3	1
44_39_66__s1	1593	2656	3467	18.712349	0	0
44_39_81__s1	2293	3978	5218	11.463047	0	1
44_39_96__s1	1778	2794	3754	10.522548	0	1
44_40_40__s1	862	1275	1643	19.686274	5	0
44_40_41__s1	1996	3464	4617	13.337183	0	1
44_40_89__s1	1109	1628	2128	18.181818	2	0
44_40_91__s1	818	1122	1479	14.438502	0	1
44_41_33__s1	1039	1532	2000	19.778069	3	0
44_41_44__s1	768	1094	1408	14.4556265	1	1
44_41_78__s1	1126	1724	2322	19.721579	0	0
44_41_85__s1	992	1514	2013	19.497686	5	0
44_42_07__s1	918	1327	1748	14.242652	0	1
44_42_25__s1	533	805	1076	24.347826	0	0
44_42_36__s1	1693	2969	3968	19.743937	0	0
44_42_47__s1	1355	2078	2811	15.303177	6	0
44_43_05__s1	564	811	1034	21.331688	2	0
44_43_13__s1	776	1123	1447	15.583259	4	0
44_43_72__s1	1152	1698	2276	19.858574	2	0
44_43_81__s1	1089	1609	2098	16.345556	6	0
44_43_89__s1	675	1015	1309	23.349752	1	0
44_44_19__s1	889	1353	1783	23.150888	6	0
44_44_49__s1	588	803	1043	16.832918	5	0
44_44_56__s1	692	977	1279	20.368475	0	0
44_45_38__s1	907	1339	1751	10.082151	4	1
44_45_39__s1	813	1117	1420	16.114594	0	0
44_45_44__s1	849	1211	1540	16.68043	0	0
44_45_55__s1	652	983	1292	19.551935	0	0
44_45_70__s1	665	920	1211	15.869565	0	0
44_46_14__s1	985	1345	1748	14.498141	3	1
44_46_53__s1	1062	1559	2062	15.33034	0	0
44_46_77__s1	629	855	1158	19.298244	0	0
44_46_78__s1	682	950	1206	17.368422	0	0
44_46_88__s1	641	880	1148	18.998863	0	0
44_47_14__s1	650	917	1235	16.793894	1	0
44_47_66__s1	1032	1531	1979	16.198563	0	0
44_48_49__s1	694	955	1265	17.382198	0	0
44_49_04__s1	1803	3201	4242	19.868792	0	0
44_49_91__s1	765	1041	1358	16.138329	1	0
44_49_96__s1	617	861	1119	17.537746	0	0
44_50_16__s1	593	800	1016	14.25	0	1
44_50_21__s1	686	901	1187	10.876803	0	1
44_50_54__s1	1378	2074	2846	16.063675	6	0
44_50_58__s1	744	983	1280	15.376782	0	0
44_50_59__s1	612	872	1106	21.90367	0	0
44_50_93__s1	837	1162	1510	16.86747	3	0
44_51_01__s1	1039	1535	1978	16.362452	3	0
44_51_12__s1	584	844	1105	19.78673	2	0
44_52_22__s1	796	1061	1351	12.629596	0	1
44_52_39__s1	1112	1735	2253	18.9049	4	0
44_52_51__s1	949	1561	2065	24.487179	5	0
44_52_61__s1	1338	2013	2666	14.754099	1	1
44_52_73__s1	731	1000	1284	14.1	0	1
44_52_81__s1	1058	1556	2012	17.802057	0	0
44_52_86__s1	951	1325	1770	12.377358	0	1
44_53_09__s1	626	821	1074	11.0840435	0	1
44_53_22__s1	1460	2143	2871	12.745099	5	1
44_53_57__s1	692	992	1303	20.060484	0	0
44_53_65__s1	728	978	1250	13.599183	1	1
44_53_86__s1	1231	1964	2629	20.621181	0	0
44_54_09__s1	1271	1802	2420	15.380343	2	0
44_54_28__s1	668	860	1130	9.651162	0	1
44_54_37__s1	1353	2106	2757	15.099714	0	0
44_54_38__s1	726	991	1258	14.833501	2	1
44_54_67__s1	645	915	1196	17.814207	0	0
44_54_74__s1	931	1472	1924	20.991848	0	0
44_55_32__s1	643	865	1139	17.456648	2	0
44_55_75__s1	1115	1578	2075	16.476553	5	0
44_56_12__s1	862	1329	1764	19.714071	1	0
44_56_35__s1	826	1135	1496	12.334802	2	1
44_56_41__s1	1028	1580	2100	22.088608	0	0
44_57_38__s1	1132	1671	2190	14.961102	1	1
44_57_59__s1	816	1134	1433	13.503972	0	1
44_57_60__s1	748	1069	1389	17.212347	0	0
44_57_81__s1	806	1057	1406	10.984848	0	1
44_57_82__s1	989	1472	1828	12.092391	3	1
44_58_31__s1	756	1114	1436	22.980251	0	0
44_58_42__s1	1894	3061	4132	12.446913	5	1
44_58_43__s1	622	867	1143	20.530565	0	0
44_58_53__s1	707	1072	1384	21.268658	1	0
44_58_54__s1	668	1027	1324	22.395327	7	0
44_58_72__s1	745	992	1266	13.319879	1	1
44_58_76__s1	592	806	1061	18.362282	0	0
44_58_86__s1	632	963	1266	24.349636	7	0
44_58_88__s1	2200	3787	5019	17.776016	3	0
44_58_96__s1	1252	1917	2538	15.753782	0	0
44_59_21__s1	647	926	1218	22.246222	2	0
44_59_33__s1	1438	2382	3201	19.185558	4	0
44_59_41__s1	745	1120	1461	22.678572	4	0
44_59_42__s1	1379	2116	2809	15.130024	0	0
44_59_50__s1	1218	1730	2276	6.705202	4	1
44_59_78__s1	1186	1761	2324	14.821124	0	1
44_60_21__s1	733	962	1292	13.825364	2	1
44_61_67__s1	910	1268	1688	14.285715	0	1
44_62_20__s1	723	1042	1394	17.178503	0	0
44_62_31__s1	687	975	1245	19.282051	0	0
44_62_56__s1	674	883	1125	12.811792	0	1
44_62_61__s1	1282	1955	2609	13.606138	0	1
44_62_68__s1	2395	4275	5668	14.787086	0	1
44_62_70__s1	1869	3192	4295	12.092731	0	1
44_62_72__s1	902	1234	1654	15.640195	4	0
44_63_10__s1	1840	2964	3938	15.659804	0	0
44_63_22__s1	633	850	1103	13.176471	7	1
44_63_24__s1	637	925	1179	22.486486	2	0
44_63_72__s1	616	841	1099	18.787157	3	0
44_64_13__s1	1410	2333	3077	22.460352	1	0
44_64_32__s1	684	941	1233	18.278427	1	0
44_64_47__s1	625	859	1102	15.599534	0	0
44_64_77__s1	624	910	1161	16.409693	4	0
44_65_17__s1	774	1084	1397	16.512915	3	0
44_65_39__s1	542	812	1016	23.522167	0	0
44_65_40__s1	1614	2483	3335	16.041918	3	0
44_65_74__s1	721	1033	1373	24.878994	4	0
44_65_88__s1	653	871	1148	17.566017	0	0
44_66_04__s1	983	1388	1767	15.057637	0	0
44_66_46__s1	849	1369	1760	24.324326	2	0
44_66_61__s1	757	1024	1325	17.790812	0	0
44_66_63__s1	1203	1786	2359	15.238096	4	0
44_66_74__s1	631	823	1069	16.646416	4	0
44_67_08__s1	1066	1568	2039	16.45408	4	0
44_67_10__s1	809	1222	1563	18.657938	0	0
44_67_45__s1	619	901	1171	20.421753	6	0
44_67_50__s1	616	834	1062	17.767107	0	0
44_67_81__s1	739	1054	1362	19.468187	0	0
44_68_44__s1	669	969	1287	19.814241	0	0
44_68_64__s1	1229	1877	2476	15.138594	0	0
44_69_24__s1	603	811	1039	14.180024	4	1
44_69_40__s1	653	964	1248	21.47303	0	0
44_69_43__s1	672	884	1159	17.440544	3	0
44_69_78__s1	817	1111	1461	15.7515745	0	0
44_69_85__s1	1317	1942	2574	13.38826	0	1
44_69_94__s1	2099	3414	4567	11.687171	0	1
44_69_95__s1	679	1046	1362	21.319311	1	0
44_70_05__s1	981	1475	1929	15.322034	4	0
44_70_17__s1	1150	1664	2183	11.71875	1	1
44_70_51__s1	642	841	1060	11.652795	0	1
44_70_92__s1	872	1272	1632	20.361635	0	0
44_71_52__s1	1050	1655	2143	18.511795	7	0
44_71_68__s1	847	1209	1579	15.550041	6	0
44_71_89__s1	1044	1486	1883	17.631226	2	0
44_72_37__s1	746	1020	1296	17.058825	5	0
44_72_52__s1	1153	1760	2278	18.46591	0	0
44_72_62__s1	861	1261	1641	20.063442	0	0
44_73_41__s1	840	1175	1515	14.906303	0	1
44_73_84__s1	595	823	1095	18.833536	0	0
44_73_85__s1	1852	2900	3919	14.073819	2	1
44_74_38__s1	611	931	1229	24.704618	0	0
44_74_85__s1	915	1236	1636	12.216828	0	1
44_75_05__s1	889	1258	1630	14.228935	3	1
44_75_57__s1	816	1243	1598	20.675785	0	0
44_75_65__s1	989	1489	1961	18.157364	0	0
44_75_71__s1	867	1157	1501	14.779602	0	1
44_75_72__s1	1112	1669	2194	15.467626	0	0
44_75_78__s1	948	1444	1921	18.836565	4	0
44_75_95__s1	1394	2066	2777	12.245886	0	1
44_76_03__s1	729	1126	1444	18.666666	2	0
44_76_05__s1	687	939	1249	13.205537	0	1
44_76_54__s1	513	813	1077	23.862238	4	0
44_76_88__s1	1087	1618	2136	16.450216	0	0
44_76_92__s1	797	1084	1386	13.653137	5	1
44_77_02__s1	911	1247	1599	14.514835	0	1
44_77_42__s1	1682	2780	3691	14.352518	1	1
44_77_55__s1	2321	4117	5408	17.07554	2	0
44_77_96__s1	949	1458	1876	14.540466	4	1
44_78_05__s1	584	843	1091	24.673784	0	0
44_78_53__s1	1099	1729	2314	14.988425	4	1
44_78_59__s1	611	817	1033	17.870256	3	0
44_79_68__s1	643	854	1079	15.57377	2	0
44_79_87__s1	802	1112	1495	14.838129	0	1
44_80_42__s1	1182	1644	2137	14.233578	3	1
44_80_94__s1	603	874	1152	20.366133	0	0
44_81_19__s1	1627	2466	3225	12.586276	6	1
44_81_27__s1	2264	3854	5125	12.324857	0	1
44_81_36__s1	938	1423	1880	20.660576	5	0
44_81_83__s1	2542	4645	6281	16.390266	2	0
44_81_85__s1	1560	2568	3401	16.121494	0	0
44_81_93__s1	610	856	1139	19.976635	0	0
44_81_95__s1	624	985	1286	23.654823	1	0
44_82_42__s1	622	803	1018	13.715712	0	1
44_82_47__s1	858	1261	1619	20.935764	3	0
44_83_17__s1	894	1288	1653	14.208074	4	1
44_84_81__s1	726	1019	1291	15.701668	4	0
44_84_88__s1	770	1052	1365	17.41199	0	0
44_85_07__s1	646	1002	1309	23.676323	0	0
44_85_14__s1	1279	1970	2625	15.126904	0	0
44_85_27__s1	901	1270	1627	14.80315	3	1
44_85_94__s1	803	1100	1450	15.272728	0	0
44_86_09__s1	906	1290	1702	16.524437	0	0
44_87_40__s1	1223	1782	2348	16.722784	0	0
44_87_47__s1	956	1370	1788	11.386862	1	1
44_87_51__s1	1471	2235	2992	12.930648	0	1
44_87_53__s1	648	883	1184	15.062287	0	0
44_87_78__s1	636	951	1208	23.578947	0	0
44_88_41__s1	1409	2192	2876	16.058393	3	0
44_88_52__s1	614	834	1085	16.187052	0	0
44_88_72__s1	854	1257	1646	17.34288	2	0
44_88_93__s1	1132	1676	2174	18.100359	3	0
44_89_17__s1	757	966	1272	9.42029	0	1
44_89_29__s1	991	1362	1769	12.481645	0	1
44_89_32__s1	802	1140	1496	18.333334	6	0
44_89_52__s1	1193	1893	2472	21.470121	0	0
44_89_60__s1	561	826	1066	23.244553	1	0
44_89_67__s1	1140	1739	2321	17.538816	0	0
44_90_08__s1	1878	3263	4376	14.868179	4	1
44_90_43__s1	652	854	1129	11.943794	3	1
44_90_45__s1	828	1162	1563	17.900171	3	0
44_90_47__s1	642	928	1221	19.396553	0	0
44_90_50__s1	590	847	1123	22.10402	2	0
44_91_22__s1	626	801	1053	11.860175	0	1
44_91_28__s1	758	1047	1359	15.472778	0	0
44_91_30__s1	662	864	1122	14.00463	0	1
44_91_41__s1	805	1190	1542	23.737373	2	0
44_91_42__s1	770	1067	1409	13.964386	0	1
44_91_54__s1	1021	1463	1862	15.721122	0	0
44_91_58__s1	877	1378	1765	22.278666	0	0
44_92_06__s1	745	1072	1380	18.28358	0	0
44_92_57__s1	1924	2949	4023	12.686567	2	1
44_92_62__s1	2642	5021	6623	19.860558	2	0
44_92_70__s1	899	1198	1557	15.6928215	2	0
44_92_86__s1	1433	2316	3099	16.623487	0	0
44_92_87__s1	575	806	1046	19.106699	0	0
44_92_88__s1	692	1021	1358	19.449902	1	0
44_93_31__s1	1559	2247	2933	7.1206055	0	1
44_93_79__s1	875	1255	1621	18.7251	0	0
44_95_08__s1	850	1194	1542	11.055277	4	1
44_95_10__s1	1023	1467	1903	14.519427	0	1
44_95_30__s1	1148	1726	2284	14.202899	0	1
44_95_63__s1	912	1267	1682	14.21801	1	1
44_95_66__s1	984	1494	1900	20.883535	0	0
44_95_75__s1	581	893	1177	22.309416	1	0
44_95_86__s1	635	881	1177	20.431328	0	0
44_95_93__s1	1002	1334	1745	10.960961	3	1
44_96_17__s1	619	844	1061	15.895611	2	0
44_96_19__s1	2751	5729	7638	17.039106	4	0
44_96_43__s1	804	1055	1340	9.392789	1	1
44_96_57__s1	610	920	1204	22.71739	4	0
44_96_63__s1	759	1128	1478	21.276596	0	0
44_96_68__s1	1870	3305	4312	17.46368	0	0
44_96_76__s1	641	791	1031	9.481668	0	1
44_96_88__s1	708	995	1325	18.79397	0	0
45_01_12__s1	1479	2412	3119	14.510779	1	1
45_01_14__s1	797	1076	1450	16.744186	2	0
45_01_39__s1	1743	3066	4114	13.600783	0	1
45_01_80__s1	1094	1632	2157	16.176472	0	0
45_01_91__s1	662	943	1226	15.376457	1	0
45_02_27__s1	1134	1706	2304	14.009378	7	1
45_02_29__s1	630	919	1210	18.607182	0	0
45_02_38__s1	1188	1728	2260	14.2939825	1	1
45_02_63__s1	745	1145	1481	21.746725	0	0
45_02_65__s1	811	1293	1702	20.975231	2	0
45_02_70__s1	563	810	1086	20.74074	1	0
