bc_wells	gene_count	tscp_count	mread_count	pct_counts_mt	cluster	pct_counts_mt_below_15
41_13_18__s2	898	1284	1470	15.887851	0	0
41_13_34__s2	1885	3060	3507	11.57241	0	1
41_13_49__s2	737	966	1082	8.488612	0	1
41_13_56__s2	785	1044	1183	12.931034	0	1
41_13_66__s2	1342	1890	2126	8.951271	1	1
41_13_67__s2	1025	1462	1654	11.764706	0	1
41_13_75__s2	1471	2270	2589	12.951543	0	1
41_13_88__s2	1765	2910	3316	15.537986	0	0
41_13_96__s2	948	1367	1555	12.289686	0	1
41_14_08__s2	1660	2521	2906	13.690476	3	1
41_14_30__s2	1187	1814	2047	9.376723	4	1
41_14_36__s2	1347	2133	2452	17.4015	0	0
41_14_39__s2	1256	1902	2152	17.359285	1	0
41_14_54__s2	1037	1539	1711	15.539662	0	0
41_14_70__s2	1178	1696	1955	11.209439	1	1
41_14_93__s2	2190	3619	4138	8.595909	0	1
41_15_36__s2	908	1308	1468	14.831803	0	1
41_15_37__s2	1874	3000	3429	10.636879	0	1
41_15_47__s2	854	1209	1360	13.576159	0	1
41_15_68__s2	766	1019	1125	13.948919	3	1
41_15_87__s2	828	1191	1343	16.638657	1	0
41_16_05__s2	1334	2120	2419	15.007078	0	0
41_16_09__s2	1468	2312	2655	22.424242	2	0
41_16_22__s2	739	980	1091	12.244898	0	1
41_16_46__s2	1074	1443	1616	8.605135	0	1
41_16_47__s2	1408	2109	2395	9.392789	0	1
41_16_49__s2	878	1176	1315	13.520408	0	1
41_16_50__s2	984	1437	1636	15.100905	0	0
41_16_69__s2	723	994	1118	14.98994	3	1
41_17_17__s2	821	943	1057	0.42417818	2	1
41_17_21__s2	1291	2007	2290	15.511222	0	0
41_17_30__s2	849	1131	1300	11.061947	0	1
41_17_46__s2	1420	2050	2329	9.804878	1	1
41_17_51__s2	984	1440	1639	15.138888	0	0
41_17_56__s2	665	864	994	11.123986	0	1
41_17_68__s2	902	1278	1417	19.09233	7	0
41_17_69__s2	1048	1498	1721	14.018692	0	1
41_17_89__s2	668	931	1052	16.756176	3	0
41_18_22__s2	693	1006	1127	18.190855	2	0
41_18_56__s2	892	1210	1373	13.730356	2	1
41_18_58__s2	710	1025	1168	16.195122	0	0
41_18_68__s2	1486	2253	2537	12.57219	0	1
41_18_79__s2	958	1436	1613	16.991644	0	0
41_19_35__s2	1414	2072	2356	11.685176	5	1
41_19_39__s2	1331	1969	2215	15.540884	6	0
41_19_40__s2	1191	1757	2010	16.903812	1	0
41_19_53__s2	792	1041	1181	15.4658985	3	0
41_19_62__s2	1400	2136	2391	13.155431	1	1
41_19_68__s2	975	1367	1557	14.850037	4	1
41_20_21__s2	1201	1818	2069	14.356436	1	1
41_20_39__s2	1444	2353	2702	13.089673	4	1
41_20_46__s2	1857	3039	3465	14.285715	0	1
41_20_67__s2	1718	2655	3012	10.855636	2	1
41_20_73__s2	2667	4713	5334	12.847738	1	1
41_20_83__s2	935	1260	1444	11.993646	7	1
41_20_85__s2	1213	1795	2045	9.582172	0	1
41_20_95__s2	724	1041	1173	16.618637	0	0
41_21_20__s2	909	1274	1465	9.198113	0	1
41_21_41__s2	1376	2196	2514	18.496584	0	0
41_21_59__s2	1439	2236	2571	14.637421	5	1
41_21_86__s2	837	1184	1352	18.75	1	0
41_21_88__s2	2065	3361	3820	11.875	4	1
41_22_03__s2	2436	4588	5270	14.017877	5	1
41_22_15__s2	843	1001	1142	1.9	2	1
41_22_22__s2	1164	1617	1839	16.718267	5	0
41_22_32__s2	769	1046	1179	14.066985	0	1
41_22_34__s2	1161	1642	1867	10.353228	0	1
41_22_43__s2	1113	1493	1696	9.511051	2	1
41_22_59__s2	670	948	1083	16.983122	0	0
41_22_74__s2	1282	1757	2000	7.8722196	7	1
41_22_79__s2	2309	4032	4617	12.375992	1	1
41_23_19__s2	1162	1732	1944	12.702079	2	1
41_23_26__s2	1466	2264	2580	11.307421	4	1
41_23_57__s2	1186	1650	1896	11.64342	3	1
41_23_58__s2	784	1083	1232	13.216266	0	1
41_23_61__s2	1979	3157	3582	8.301648	0	1
41_23_72__s2	669	970	1085	18.144331	0	0
41_23_84__s2	969	1314	1472	6.0121765	3	1
41_23_95__s2	620	882	982	15.909091	0	0
41_24_05__s2	1089	1393	1575	8.255564	2	1
41_24_19__s2	881	1314	1466	15.689261	1	0
41_24_41__s2	1260	1921	2181	15.773036	0	0
41_24_67__s2	631	900	1023	17.222223	0	0
41_24_69__s2	1041	1541	1747	15.898767	0	0
41_24_81__s2	1071	1537	1743	15.810019	3	0
41_24_87__s2	2471	4067	4626	15.99016	1	0
41_25_21__s2	1079	1642	1875	15.651645	1	0
41_25_27__s2	2562	4437	5048	15.290934	3	0
41_25_53__s2	1510	2420	2766	13.5537195	0	1
41_25_61__s2	943	1374	1545	15.5134735	0	0
41_25_62__s2	1149	1750	2005	17.000572	0	0
41_25_65__s2	1023	1480	1671	15.49391	1	0
41_25_84__s2	915	1351	1508	19.851852	4	0
41_26_07__s2	1247	1751	2007	10.622501	1	1
41_26_13__s2	897	1190	1323	7.226891	0	1
41_26_16__s2	1567	2435	2749	11.37577	0	1
41_26_22__s2	1110	1685	1913	19.703264	6	0
41_26_42__s2	1021	1526	1733	14.875491	0	1
41_26_43__s2	1447	2178	2480	14.370982	0	1
41_26_51__s2	1370	2189	2505	17.496574	0	0
41_26_54__s2	2525	4757	5407	16.57203	1	0
41_26_75__s2	859	1066	1226	8.356808	7	1
41_27_17__s2	929	1322	1470	14.848486	3	1
41_27_33__s2	994	1399	1598	13.867047	0	1
41_27_37__s2	1142	1403	1575	1.6416845	2	1
41_27_41__s2	1280	2084	2403	18.86702	0	0
41_27_44__s2	842	1252	1426	20.127796	0	0
41_27_61__s2	1591	2597	2929	16.365036	0	0
41_27_64__s2	1073	1632	1860	16.18639	4	0
41_27_92__s2	1044	1510	1751	12.847683	0	1
41_27_94__s2	825	1159	1287	14.34745	0	1
41_28_11__s2	1009	1397	1579	15.186246	3	0
41_28_12__s2	833	1156	1328	14.2733555	0	1
41_28_18__s2	1152	1683	1948	11.831153	0	1
41_28_21__s2	1840	2945	3382	11.06961	4	1
41_28_29__s2	998	1376	1557	10.101745	0	1
41_28_40__s2	989	1387	1589	12.472963	0	1
41_28_49__s2	725	894	1005	0.5599104	4	1
41_28_53__s2	830	1128	1284	11.79078	0	1
41_28_65__s2	1734	2806	3221	8.73129	1	1
41_28_69__s2	1150	1708	1945	11.716462	0	1
41_28_73__s2	1136	1577	1784	14.965123	3	1
41_28_80__s2	1869	3149	3563	13.655129	4	1
41_28_87__s2	1311	1849	2105	7.5716605	0	1
41_29_36__s2	2098	3311	3740	8.549849	0	1
41_29_41__s2	1002	1360	1555	11.258278	2	1
41_29_72__s2	937	1319	1472	13.874146	0	1
41_29_92__s2	691	918	1037	9.051254	0	1
41_30_02__s2	975	1428	1645	16.187807	0	0
41_30_06__s2	1180	1810	2031	12.872929	0	1
41_30_29__s2	1190	1747	1999	13.165426	0	1
41_30_50__s2	714	977	1134	12.896623	0	1
41_30_52__s2	709	958	1085	13.152401	0	1
41_30_58__s2	2394	4064	4639	10.829436	1	1
41_31_12__s2	1540	2513	2859	15.439713	0	0
41_31_70__s2	907	1214	1363	9.390445	4	1
41_31_84__s2	1753	2615	3003	8.377965	2	1
41_31_85__s2	733	1065	1217	17.93427	2	0
41_31_92__s2	2827	5352	6081	10.878505	0	1
41_32_01__s2	1956	3151	3577	12.333121	0	1
41_32_11__s2	1026	1500	1700	15.866667	0	0
41_32_30__s2	766	1083	1250	16.743755	0	0
41_32_34__s2	807	1249	1438	14.331465	4	1
41_32_37__s2	1132	1669	1901	13.6690645	1	1
41_32_38__s2	750	1001	1136	12.287712	0	1
41_32_58__s2	902	1247	1428	13.392141	4	1
41_32_63__s2	1143	1535	1752	11.277705	4	1
41_32_88__s2	1131	1587	1796	10.081916	0	1
41_32_90__s2	978	1299	1494	10.631741	3	1
41_32_91__s2	1170	1681	1904	15.961883	1	0
41_32_94__s2	1998	3435	3894	11.965065	4	1
41_33_01__s2	1087	1804	2041	20.454546	1	0
41_33_06__s2	1054	1600	1827	17.698563	0	0
41_33_14__s2	1058	1499	1711	9.806538	0	1
41_33_34__s2	1073	1536	1760	13.0859375	0	1
41_33_84__s2	1890	2913	3344	13.495879	2	1
41_33_94__s2	2223	3619	4123	11.580984	0	1
41_34_15__s2	858	1173	1331	13.554987	0	1
41_34_33__s2	578	875	1009	19.542856	0	0
41_34_53__s2	1447	2056	2351	16.066214	3	0
41_34_57__s2	1811	2820	3239	12.921548	4	1
41_34_68__s2	842	1172	1350	10.068259	0	1
41_34_74__s2	958	1356	1527	16.150442	0	0
41_34_81__s2	1022	1455	1635	11.752577	2	1
41_34_84__s2	1809	2977	3437	14.852151	0	1
41_34_88__s2	1505	2368	2680	19.636826	3	0
41_34_90__s2	1602	2627	3011	19.12381	0	0
41_34_95__s2	1124	1639	1873	11.226357	0	1
41_35_17__s2	709	893	1020	11.198209	0	1
41_35_36__s2	1501	2385	2758	13.596307	2	1
41_35_57__s2	1234	1646	1888	9.477522	2	1
41_35_77__s2	669	927	1065	17.062635	2	0
41_35_84__s2	1500	2265	2584	10.733215	5	1
41_35_90__s2	1391	1983	2230	10.595358	1	1
41_35_91__s2	2056	3424	3890	12.149533	0	1
41_36_01__s2	961	1317	1491	10.47836	0	1
41_36_09__s2	970	1503	1719	16.055962	1	0
41_36_19__s2	876	1257	1433	12.022293	0	1
41_36_31__s2	745	1013	1139	14.313918	0	1
41_36_43__s2	872	1361	1564	18.382353	0	0
41_36_44__s2	823	1157	1325	13.396716	0	1
41_36_46__s2	993	1362	1553	10.294118	0	1
41_36_57__s2	2179	3580	4086	12.154233	0	1
41_36_68__s2	1768	2814	3191	11.904762	5	1
41_36_70__s2	1039	1504	1724	13.563829	2	1
41_36_94__s2	1030	1533	1725	13.894325	0	1
41_37_10__s2	1173	1637	1855	10.207824	0	1
41_37_38__s2	852	1224	1391	17.266775	2	0
41_37_43__s2	1097	1723	1947	11.781776	1	1
41_37_54__s2	1040	1382	1573	9.334298	1	1
41_37_63__s2	1363	2043	2328	14.83113	0	1
41_37_90__s2	1637	2578	2967	15.056268	1	0
41_38_16__s2	942	1429	1579	19.467787	1	0
41_38_34__s2	684	917	1037	12.431843	0	1
41_38_41__s2	1254	1819	2074	12.424409	0	1
41_38_42__s2	1986	3219	3705	8.732132	0	1
41_38_46__s2	1080	1544	1708	12.629535	0	1
41_38_50__s2	1002	1390	1568	13.381295	2	1
41_38_52__s2	1123	1691	1871	19.881657	2	0
41_38_62__s2	1069	1502	1687	13.115846	0	1
41_38_64__s2	2258	4113	4667	14.320448	0	1
41_38_87__s2	954	1391	1598	11.574407	0	1
41_39_14__s2	1762	3037	3408	22.339375	2	0
41_39_17__s2	1502	2356	2650	12.733446	1	1
41_39_30__s2	2025	3547	4041	15.506062	1	0
41_39_34__s2	2068	3531	4019	9.855565	0	1
41_39_56__s2	1033	1453	1651	12.250516	1	1
41_39_61__s2	1285	1898	2108	16.76331	2	0
41_39_65__s2	1092	1565	1770	12.140575	7	1
41_39_83__s2	1144	1624	1834	12.869458	0	1
41_39_89__s2	662	880	987	15.454546	0	0
41_40_08__s2	821	1046	1181	12.43973	2	1
41_40_33__s2	1252	1974	2228	18.356998	1	0
41_40_48__s2	732	953	1093	11.227702	0	1
41_40_82__s2	1280	2025	2308	17.432098	3	0
41_40_86__s2	1070	1642	1878	9.81109	4	1
41_41_71__s2	1099	1626	1841	17.95818	3	0
41_41_78__s2	1155	1772	2000	19.187359	5	0
41_41_96__s2	1001	1422	1606	10.4782	0	1
41_42_39__s2	2180	3782	4283	17.015083	0	0
41_42_41__s2	1258	1752	1991	7.995431	2	1
41_42_48__s2	1379	1989	2295	11.261941	5	1
41_42_62__s2	905	1374	1541	21.485798	2	0
41_42_68__s2	747	1105	1221	21.538462	0	0
41_42_77__s2	1388	2166	2474	15.6509695	0	0
41_42_81__s2	1828	2888	3296	15.235456	6	0
41_42_83__s2	797	1073	1184	12.581547	0	1
41_42_89__s2	946	1310	1496	12.366412	0	1
41_43_03__s2	1723	2886	3279	14.454073	0	1
41_43_22__s2	732	1005	1121	14.527363	0	1
41_44_25__s2	1271	1916	2171	12.584856	1	1
41_44_48__s2	835	1132	1297	15.371025	5	0
41_45_04__s2	1040	1511	1698	15.81734	0	0
41_45_38__s2	2426	4128	4723	6.0349007	5	1
41_45_51__s2	1638	2629	3004	11.914732	4	1
41_45_53__s2	821	1195	1351	15.899582	1	0
41_45_58__s2	775	1067	1203	13.776944	0	1
41_45_59__s2	1016	1421	1603	12.52639	1	1
41_45_65__s2	1392	2195	2490	19.498861	0	0
41_45_87__s2	782	1148	1316	7.5043635	4	1
41_45_93__s2	756	918	1040	1.7429193	2	1
41_45_95__s2	1863	3093	3530	15.496603	5	0
41_46_15__s2	1554	2328	2628	14.0463915	0	1
41_46_22__s2	1030	1493	1683	12.32418	4	1
41_46_37__s2	1969	3387	3872	16.445232	3	0
41_46_47__s2	1671	2484	2795	10.426731	5	1
41_46_53__s2	2298	3941	4478	13.959392	0	1
41_46_54__s2	1534	2364	2717	8.33686	0	1
41_46_65__s2	2091	3386	3807	10.904256	3	1
41_46_76__s2	670	985	1127	22.741117	7	0
41_46_86__s2	2493	4512	5202	13.975155	2	1
41_46_90__s2	737	956	1081	10.460251	0	1
41_47_42__s2	930	1336	1502	13.697605	0	1
41_47_56__s2	2017	3346	3822	13.879749	5	1
41_47_61__s2	607	889	982	15.073116	4	0
41_47_77__s2	2977	5544	6275	13.264753	3	1
41_48_01__s2	776	991	1106	9.485369	0	1
41_48_15__s2	1288	1929	2199	13.692946	3	1
41_48_17__s2	878	1225	1380	14.215687	0	1
41_48_38__s2	787	1028	1164	7.4975653	0	1
41_48_72__s2	1324	1966	2222	13.238289	4	1
41_49_27__s2	997	1386	1575	13.997114	3	1
41_49_28__s2	955	1405	1599	16.809116	0	0
41_49_37__s2	1598	2668	3065	13.498312	0	1
41_49_49__s2	1091	1554	1773	15.335052	0	0
41_49_70__s2	852	1242	1406	13.940371	0	1
41_49_76__s2	710	997	1131	17.404427	0	0
41_49_94__s2	2211	3962	4538	15.252524	2	0
41_50_16__s2	1131	1647	1838	12.750456	0	1
41_50_33__s2	788	1083	1226	12.673451	0	1
41_50_86__s2	1082	1621	1861	13.571869	0	1
41_51_04__s2	1028	1418	1627	17.489422	3	0
41_51_15__s2	903	1402	1597	21.46933	0	0
41_51_25__s2	1072	1491	1726	7.9812207	1	1
41_51_35__s2	2446	4546	5206	17.68977	2	0
41_51_55__s2	601	877	985	18.244013	0	0
41_51_65__s2	1992	3357	3844	15.549597	0	0
41_51_75__s2	669	879	982	11.262798	0	1
41_51_85__s2	1823	2740	3101	11.713031	0	1
41_51_88__s2	2143	3596	4119	12.294854	0	1
41_52_01__s2	932	1326	1506	15.987934	3	0
41_52_05__s2	1648	2449	2762	14.425828	2	1
41_52_07__s2	715	993	1103	18.429003	0	0
41_52_23__s2	1357	2115	2383	11.88447	1	1
41_52_37__s2	1106	1715	1918	15.810968	0	0
41_52_39__s2	1187	1704	1964	12.0375805	0	1
41_52_41__s2	981	1401	1578	10.635261	1	1
41_52_45__s2	1039	1516	1732	18.097754	7	0
41_52_64__s2	856	1341	1503	19.01566	0	0
41_52_72__s2	1060	1481	1681	10.263336	0	1
41_52_73__s2	713	1031	1176	18.816683	0	0
41_52_85__s2	974	1485	1672	17.306398	4	0
41_53_05__s2	1117	1626	1833	12.115621	0	1
41_53_10__s2	1102	1576	1793	12.055838	1	1
41_53_23__s2	1326	1997	2261	11.116675	0	1
41_53_24__s2	880	1205	1373	15.116279	3	0
41_53_29__s2	1176	1752	1987	16.894978	4	0
41_53_30__s2	805	1107	1260	18.518518	2	0
41_53_33__s2	1074	1561	1813	12.043562	0	1
41_53_50__s2	1532	2522	2880	14.789849	1	1
41_53_67__s2	1302	1942	2183	14.6907215	0	1
41_53_89__s2	762	1052	1185	16.539925	0	0
41_53_90__s2	1067	1531	1734	12.475506	0	1
41_54_42__s2	1878	2966	3380	10.013487	5	1
41_54_49__s2	2079	3440	3926	13.292612	0	1
41_54_52__s2	1874	3021	3439	11.9576025	0	1
41_54_63__s2	1027	1462	1643	16.073872	7	0
41_54_65__s2	842	1149	1296	9.407665	0	1
41_54_89__s2	1438	2454	2759	16.612246	2	0
41_55_20__s2	841	1136	1301	12.764084	0	1
41_55_54__s2	1134	1644	1887	12.96409	1	1
41_55_62__s2	992	1366	1548	11.200586	0	1
41_55_85__s2	1304	2028	2310	10.157791	4	1
41_55_91__s2	948	1251	1400	13.5891285	3	1
41_55_95__s2	697	940	1068	15.212766	1	0
41_56_06__s2	878	1169	1330	11.035072	0	1
41_56_08__s2	2010	3521	3998	17.306051	1	0
41_56_21__s2	1546	2375	2672	10.867734	5	1
41_56_63__s2	1046	1603	1816	17.592014	0	0
41_56_80__s2	662	969	1083	16.408669	0	0
41_57_13__s2	851	1220	1374	15.012304	1	0
41_57_18__s2	1970	3128	3584	10.453964	7	1
41_57_22__s2	1178	1792	2057	19.754465	2	0
41_57_23__s2	793	1042	1181	12.092131	0	1
41_57_35__s2	713	1037	1184	19.286404	1	0
41_57_43__s2	2465	4183	4772	11.8392725	1	1
41_57_45__s2	782	1095	1228	17.077627	0	0
41_57_53__s2	1531	2381	2685	14.58596	5	1
41_57_60__s2	1130	1606	1829	15.327104	3	0
41_57_69__s2	855	1263	1419	17.893904	0	0
41_58_30__s2	730	1084	1241	22.324722	7	0
41_58_33__s2	2783	5161	5906	11.591393	0	1
41_58_44__s2	1670	2512	2854	10.429936	0	1
41_58_66__s2	1674	2647	3005	10.615791	1	1
41_58_77__s2	1072	1293	1482	3.866976	2	1
41_59_01__s2	861	1266	1425	16.60079	0	0
41_59_11__s2	790	1288	1434	21.58385	1	0
41_59_16__s2	1061	1493	1694	14.266578	0	1
41_59_23__s2	776	1057	1205	15.421003	0	0
41_59_33__s2	793	1036	1170	11.196911	0	1
41_59_39__s2	2297	4106	4679	11.35201	1	1
41_59_43__s2	1200	1795	2006	16.824512	3	0
41_59_45__s2	836	1277	1454	19.107283	0	0
41_59_61__s2	1202	1734	1997	13.494809	4	1
41_59_63__s2	1935	3102	3527	9.645161	0	1
41_59_92__s2	2919	5135	5861	11.37958	1	1
41_60_06__s2	1348	2185	2480	16.430206	2	0
41_60_21__s2	1355	2117	2437	14.218233	0	1
41_60_22__s2	841	1227	1409	16.21842	4	0
41_60_37__s2	1972	3203	3670	10.587132	0	1
41_60_55__s2	805	1124	1262	15.747331	0	0
41_60_96__s2	816	1167	1348	17.22365	0	0
41_61_16__s2	961	1385	1571	15.379061	0	0
41_61_18__s2	1131	1528	1719	10.471204	0	1
41_61_30__s2	811	1125	1291	13.422222	0	1
41_61_34__s2	1037	1412	1618	10.425531	0	1
41_61_50__s2	907	1351	1522	21.021465	0	0
41_61_58__s2	854	1206	1380	14.759536	0	1
41_61_61__s2	743	1023	1175	15.835777	0	0
41_61_66__s2	985	1532	1764	17.558746	7	0
41_61_83__s2	1137	1658	1889	9.047045	1	1
41_62_02__s2	1422	2210	2489	12.267995	2	1
41_62_12__s2	783	1077	1212	13.197025	0	1
41_63_08__s2	1087	1759	2000	24.061434	3	0
41_63_15__s2	1514	2354	2672	13.435374	0	1
41_63_36__s2	1301	1928	2166	11.779969	0	1
41_63_49__s2	751	1026	1155	15.497076	0	0
41_63_57__s2	1629	2393	2754	8.900961	5	1
41_63_68__s2	2414	4351	4959	9.9517355	1	1
41_63_73__s2	1183	1748	1979	13.23024	0	1
41_63_85__s2	1503	2201	2501	11.767379	0	1
41_63_86__s2	1376	2201	2500	11.494775	0	1
41_63_90__s2	1727	2781	3154	12.985611	0	1
41_63_92__s2	1014	1408	1632	11.292613	0	1
41_64_36__s2	2533	4388	5002	7.113543	2	1
41_64_50__s2	2365	4304	4878	14.172862	7	1
41_64_68__s2	1087	1498	1697	10.280374	0	1
41_64_85__s2	1270	1906	2170	13.753282	3	1
41_65_03__s2	1640	2423	2745	15.09121	3	0
41_65_15__s2	866	1236	1409	16.11336	0	0
41_65_21__s2	2254	3754	4300	9.083644	0	1
41_65_27__s2	1151	1616	1842	10.148515	0	1
41_65_63__s2	994	1511	1727	13.8319	1	1
41_65_95__s2	1451	2220	2544	14.916629	0	1
41_66_17__s2	2180	3665	4146	10.34671	0	1
41_66_22__s2	1829	3082	3502	20.869848	2	0
41_66_26__s2	852	1139	1313	11.676909	2	1
41_66_34__s2	931	1346	1525	16.79049	3	0
41_66_59__s2	1523	2380	2717	13.277311	0	1
41_66_63__s2	1033	1429	1613	15.815255	7	0
41_66_83__s2	718	1015	1147	15.96059	0	0
41_67_27__s2	794	1050	1172	10.867493	1	1
41_67_42__s2	1488	2348	2680	13.543442	0	1
41_67_45__s2	1046	1404	1571	11.982882	3	1
41_67_56__s2	1100	1763	2012	16.33579	4	0
41_67_73__s2	1453	2490	2813	14.056225	0	1
41_67_89__s2	1648	2691	3060	15.533259	0	0
41_68_44__s2	843	1190	1333	15.404041	0	0
41_68_49__s2	1496	2312	2618	11.034184	0	1
41_68_51__s2	1042	1527	1745	12.049771	0	1
41_68_55__s2	1932	3218	3665	16.630402	0	0
41_68_73__s2	1656	2553	2936	11.990596	0	1
41_68_81__s2	720	952	1073	12.710084	0	1
41_68_91__s2	1548	2452	2791	14.396411	1	1
41_69_09__s2	1004	1408	1603	13.006396	1	1
41_69_14__s2	1763	3005	3455	12.51248	4	1
41_69_33__s2	1281	2335	2693	23.426125	0	0
41_69_38__s2	1506	2378	2715	13.877207	0	1
41_69_43__s2	916	1256	1428	13.625498	4	1
41_69_47__s2	1438	2144	2438	12.453358	0	1
41_69_52__s2	2615	4908	5636	9.535452	0	1
41_69_53__s2	1218	2129	2422	18.2032	5	0
41_69_74__s2	1166	1890	2150	16.94018	7	0
41_69_76__s2	1498	2257	2543	8.949933	0	1
41_69_90__s2	1307	2158	2448	18.91516	1	0
41_70_35__s2	1297	2159	2481	19.740501	1	0
41_70_36__s2	1931	3084	3523	9.568602	0	1
41_70_64__s2	755	992	1108	9.173388	0	1
41_70_72__s2	725	941	1050	11.158342	0	1
41_70_89__s2	1103	1558	1773	8.985879	0	1
41_70_90__s2	837	1109	1260	14.156898	2	1
41_71_07__s2	1298	1789	2032	6.4281726	5	1
41_71_08__s2	695	948	1066	14.9947195	0	1
41_71_38__s2	892	1225	1387	12.663399	0	1
41_71_41__s2	1189	1751	1994	13.763563	0	1
41_71_51__s2	670	881	1010	15.472128	7	0
41_71_73__s2	886	1246	1409	14.125201	0	1
41_71_79__s2	1201	1726	1978	16.048666	0	0
41_71_81__s2	1312	1854	2078	8.19849	2	1
41_71_84__s2	772	1147	1311	22.86213	2	0
41_72_33__s2	1452	2324	2631	14.162721	0	1
41_72_46__s2	810	1136	1305	15.255732	0	0
41_72_51__s2	1169	1814	2073	17.750826	2	0
41_72_63__s2	2034	3323	3779	12.044564	3	1
41_72_74__s2	1239	1860	2105	13.602151	5	1
41_72_79__s2	1008	1477	1660	15.707515	0	0
41_72_84__s2	879	1159	1331	11.734254	0	1
41_72_87__s2	850	1271	1442	16.994493	0	0
41_72_95__s2	850	1137	1297	12.664908	0	1
41_73_03__s2	1090	1612	1830	16.387337	0	0
41_73_20__s2	682	975	1119	14.609054	1	1
41_73_41__s2	733	924	1050	12.121212	2	1
41_73_50__s2	1170	1739	1967	15.296147	0	0
41_73_68__s2	2458	4604	5269	14.891304	0	1
41_74_18__s2	1542	2209	2526	12.545291	2	1
41_74_38__s2	777	1070	1198	13.925234	1	1
41_74_46__s2	1485	2353	2691	14.158164	0	1
41_74_63__s2	1903	3101	3526	11.874799	0	1
41_74_82__s2	679	883	984	14.496036	2	1
41_74_89__s2	791	1075	1231	16.27907	3	0
41_74_91__s2	1279	1837	2092	9.635275	0	1
41_75_30__s2	2476	4348	4976	11.545538	5	1
41_75_36__s2	726	890	1027	9.88764	2	1
41_75_68__s2	965	1443	1661	14.424411	0	1
41_75_73__s2	1999	3271	3765	12.931826	0	1
41_75_77__s2	1007	1716	1939	20.454546	4	0
41_75_80__s2	907	1446	1645	23.374826	1	0
41_75_85__s2	1621	2377	2692	11.531986	3	1
41_76_61__s2	1080	1479	1693	8.72211	0	1
41_76_89__s2	916	1246	1420	15.088283	0	0
41_77_38__s2	1224	1977	2247	19.544304	2	0
41_77_39__s2	1330	1997	2293	7.014028	0	1
41_77_66__s2	1039	1470	1659	9.659864	1	1
41_77_89__s2	1176	1836	2097	14.488018	4	1
41_78_30__s2	1345	2062	2376	14.985451	5	1
41_79_15__s2	1025	1482	1662	16.159567	3	0
41_79_43__s2	680	906	1037	17.218544	2	0
41_79_51__s2	1304	2082	2370	19.75012	2	0
41_79_55__s2	853	1173	1346	11.348124	0	1
41_79_72__s2	717	941	1061	13.921361	0	1
41_79_73__s2	791	1061	1188	14.420359	0	1
41_79_77__s2	851	1200	1374	16.180151	0	0
41_79_83__s2	1186	1588	1836	10.264483	2	1
41_79_85__s2	874	1202	1365	12.063228	0	1
41_80_42__s2	745	1038	1183	17.760618	0	0
41_80_62__s2	996	1451	1633	14.266023	3	1
41_80_87__s2	803	1118	1288	17.710197	0	0
41_80_90__s2	679	929	1060	11.948332	0	1
41_80_94__s2	669	862	981	12.993039	1	1
41_81_14__s2	1419	2284	2585	17.162872	5	0
41_81_18__s2	993	1433	1601	13.617319	2	1
41_81_19__s2	2451	4492	5127	13.270987	0	1
41_81_42__s2	1400	2164	2470	15.249538	6	0
41_81_44__s2	2039	3486	3958	13.174512	4	1
41_81_59__s2	1130	1627	1829	13.776138	0	1
41_82_11__s2	981	1546	1744	19.857697	2	0
41_82_17__s2	717	1051	1177	16.175072	0	0
41_82_68__s2	836	1201	1357	16.319735	0	0
41_83_39__s2	768	1106	1241	18.535263	0	0
41_83_58__s2	601	855	980	21.754385	2	0
41_83_66__s2	753	1040	1187	14.807693	0	1
41_84_16__s2	1345	2005	2268	14.912719	3	1
41_84_18__s2	901	1277	1447	14.252153	0	1
41_84_25__s2	1544	2879	3246	18.27658	1	0
41_84_39__s2	735	1001	1127	14.7	0	1
41_84_46__s2	763	1018	1176	15.7170925	0	0
41_84_67__s2	2117	3376	3893	8.827014	4	1
41_85_28__s2	808	1062	1192	11.215835	0	1
41_85_37__s2	1406	2308	2590	18.083261	0	0
41_85_54__s2	1382	2147	2450	14.538677	5	1
41_85_73__s2	1174	1675	1902	14.02985	4	1
41_86_47__s2	726	960	1074	12.1875	0	1
41_86_55__s2	1153	1749	2024	12.692967	1	1
41_86_78__s2	770	1080	1230	20.0	2	0
41_86_84__s2	922	1352	1544	17.851852	7	0
41_87_16__s2	806	1193	1360	17.435038	0	0
41_87_20__s2	925	1280	1464	13.203125	0	1
41_87_35__s2	925	1266	1420	9.71564	2	1
41_87_48__s2	1097	1691	1892	21.289179	0	0
41_87_61__s2	1212	1816	2025	12.114537	0	1
41_87_90__s2	2323	3786	4307	11.516112	3	1
41_87_91__s2	1828	3119	3532	15.165117	0	0
41_88_01__s2	846	1232	1366	16.071428	2	0
41_88_05__s2	1438	2108	2380	9.535104	0	1
41_88_06__s2	990	1396	1583	11.246418	0	1
41_88_38__s2	1166	1709	1939	13.5245905	0	1
41_88_40__s2	1282	2055	2334	14.849075	1	1
41_88_62__s2	667	1077	1210	22.934076	1	0
41_88_63__s2	1136	1659	1841	14.767933	0	1
41_88_77__s2	798	1155	1329	16.464472	0	0
41_88_82__s2	1472	2229	2539	16.016151	6	0
41_89_10__s2	1069	1550	1739	12.774193	0	1
41_89_18__s2	759	1067	1188	15.651359	0	0
41_89_40__s2	1296	1775	2030	8.338028	0	1
41_89_93__s2	2400	4200	4787	11.880952	5	1
