bc_wells	gene_count	tscp_count	mread_count	pct_counts_mt	leiden	pct_counts_mt_below_7
01_01_22	322	368	381	5.1630435	1	1
01_01_61	406	454	470	1.3245033	0	1
01_01_65	313	363	371	4.4198895	2	1
01_01_86	955	1211	1245	5.2109184	0	1
01_02_40	1986	3062	3134	5.653595	0	1
01_02_65	300	351	357	4.2857146	0	1
01_02_83	893	1127	1150	5.4126	1	1
01_03_05	370	424	436	4.255319	0	1
01_03_36	460	527	541	2.857143	1	1
01_04_72	402	453	460	5.0884953	2	1
01_05_21	705	842	861	5.588585	1	1
01_05_74	464	538	551	4.275093	2	1
01_05_92	454	519	536	6.55106	0	1
01_06_17	319	366	375	4.644809	0	1
01_06_84	322	363	373	2.479339	2	1
01_06_85	308	345	353	2.3188407	0	1
01_07_13	341	386	402	3.8961039	0	1
01_07_49	681	844	857	6.9905214	0	1
01_07_55	582	689	701	2.9027576	2	1
01_07_68	302	343	352	4.0816326	0	1
01_07_69	428	493	500	5.476673	0	1
01_07_96	747	907	931	4.217536	1	1
01_08_17	420	483	497	4.5643153	0	1
01_08_38	357	432	440	6.5116277	2	1
01_09_68	422	491	505	3.0549898	2	1
01_09_89	573	669	680	3.587444	0	1
01_10_20	674	794	812	2.777778	1	1
01_10_35	301	337	341	2.0771513	2	1
01_10_36	903	1155	1193	5.9792027	0	1
01_10_93	372	414	423	4.347826	1	1
01_10_95	344	404	413	3.960396	0	1
01_11_64	379	429	439	2.5700934	2	1
01_13_20	2024	2892	2957	4.221453	1	1
01_13_27	898	1064	1085	3.8570085	1	1
01_13_44	397	465	476	5.399568	0	1
01_13_84	354	401	409	2.7431421	0	1
01_14_32	579	681	701	3.2305434	0	1
01_14_50	305	368	377	3.5326085	2	1
01_14_84	334	367	375	3.2697546	0	1
01_15_35	378	445	457	4.494382	1	1
01_16_12	700	834	854	2.8811524	1	1
01_17_07	316	356	366	4.775281	1	1
01_18_12	739	882	907	2.9511917	1	1
01_18_28	438	502	509	5.7999997	2	1
01_18_35	417	471	484	2.3354564	0	1
01_18_43	679	797	819	2.0075283	2	1
01_18_70	613	723	734	3.042877	1	1
01_19_34	387	460	470	5.0108933	1	1
01_22_10	363	388	391	3.3591733	1	1
01_22_26	340	394	403	5.5837564	0	1
01_22_40	931	1171	1203	4.6114435	0	1
01_22_62	598	729	743	6.584362	2	1
01_23_50	905	1084	1112	5.627306	1	1
01_24_87	334	369	376	1.8970189	0	1
01_24_95	614	717	732	2.932961	2	1
01_25_03	757	950	973	5.0579557	1	1
01_25_06	335	380	387	3.6939316	1	1
01_25_32	533	636	648	3.4591193	2	1
01_25_90	456	519	527	3.27553	0	1
01_28_16	585	719	735	4.735376	0	1
01_28_64	315	397	405	6.2972293	0	1
01_28_84	316	355	364	3.6619718	0	1
01_29_63	328	364	371	2.1978023	0	1
01_29_74	329	374	385	6.417112	0	1
01_30_89	561	685	698	5.5474453	0	1
01_31_76	312	356	364	3.943662	0	1
01_32_31	517	595	604	4.7058825	2	1
01_32_51	467	573	594	5.944056	1	1
01_32_83	421	468	472	3.640257	0	1
01_33_20	355	385	398	3.125	0	1
01_33_44	352	408	426	5.172414	0	1
01_33_85	435	504	513	3.187251	2	1
01_33_91	679	795	817	4.0302267	0	1
01_34_14	308	336	346	2.6785715	2	1
01_34_44	1167	1501	1539	3.8666666	2	1
01_34_48	434	507	527	4.743083	1	1
01_35_29	846	1025	1050	3.125	1	1
01_35_79	343	404	416	5.6930695	0	1
01_35_85	363	429	445	3.9627037	0	1
01_36_18	356	408	419	3.9215689	0	1
01_36_21	317	361	368	3.8781161	1	1
01_36_77	351	422	433	2.857143	2	1
01_36_88	823	1032	1053	4.660194	0	1
01_37_02	342	407	411	6.142506	0	1
01_37_31	517	610	622	5.427632	0	1
01_37_52	372	445	456	5.6306305	0	1
01_38_44	506	593	604	4.890388	0	1
01_39_92	644	785	808	4.4699874	2	1
01_40_10	448	531	544	7.3584905	0	0
01_40_12	373	423	428	4.7393365	2	1
01_40_21	381	429	442	3.9719627	0	1
01_40_36	476	552	568	3.0852995	0	1
01_40_96	462	539	549	5.0185876	0	1
01_41_87	1793	2511	2570	4.8226385	0	1
01_42_23	421	482	496	2.5	1	1
01_42_75	539	603	619	2.6622295	0	1
01_42_84	324	358	361	3.0726259	1	1
01_43_17	352	404	413	3.4653466	2	1
01_45_40	1121	1420	1445	4.166667	0	1
01_46_28	570	670	685	4.0358744	1	1
01_46_69	356	414	427	6.7961164	2	1
01_47_24	320	355	363	3.380282	1	1
01_47_37	347	401	417	6.0	1	1
01_47_42	313	350	358	3.1700287	0	1
01_47_56	1103	1399	1427	4.506438	0	1
01_47_58	471	542	555	2.0295203	0	1
01_48_41	508	581	593	2.7586207	2	1
01_48_62	317	372	378	5.376344	0	1
01_48_92	368	416	424	4.3269234	2	1
01_49_32	302	340	346	5.882353	1	1
01_50_12	395	465	478	3.0172412	1	1
01_50_33	462	526	534	3.041825	0	1
01_50_88	374	448	460	3.3482141	0	1
01_51_21	755	906	931	4.5303864	0	1
01_51_27	311	347	357	4.3227663	2	1
01_51_29	727	906	926	6.622516	1	1
01_51_42	1207	1519	1556	4.0897098	2	1
01_51_75	391	460	467	4.3572984	2	1
01_51_94	332	386	399	4.4155846	2	1
01_52_25	629	771	794	4.2912874	1	1
01_52_45	719	941	963	3.6208735	0	1
01_52_57	324	374	384	5.645161	2	1
01_53_53	394	455	463	4.845815	1	1
01_53_60	387	421	435	3.5714288	0	1
01_56_01	303	345	353	5.5072465	0	1
01_56_36	502	606	620	3.966942	0	1
01_56_48	350	399	412	6.2972293	0	1
01_56_96	344	399	408	6.265664	0	1
01_57_08	516	615	633	2.9268293	1	1
01_57_12	669	792	806	1.1392405	0	1
01_57_31	406	479	489	5.8700213	0	1
01_57_52	630	755	775	2.2516556	1	1
01_57_56	679	836	859	4.076739	1	1
01_57_82	381	439	451	4.783599	2	1
01_58_13	404	524	535	3.4351144	0	1
01_58_48	579	684	705	6.304985	1	1
01_59_22	355	422	433	3.7914693	1	1
01_60_19	491	603	612	5.6478405	0	1
01_60_59	401	453	466	4.6357617	0	1
01_60_90	652	801	820	8.739076	0	0
01_61_82	317	374	384	1.8716577	0	1
01_62_29	301	361	370	8.033241	0	0
01_63_28	449	523	534	3.0710173	0	1
01_63_29	336	389	398	5.3984575	0	1
01_63_43	343	406	416	5.6650248	0	1
01_64_26	1278	1622	1660	4.3183217	0	1
01_64_75	404	487	503	8.008213	0	0
01_65_01	324	373	380	5.1212935	0	1
01_65_16	380	428	442	6.338028	0	1
01_65_57	444	508	517	3.937008	0	1
01_65_70	506	606	619	3.3167496	0	1
01_65_90	980	1286	1324	3.4992225	2	1
01_66_68	390	440	449	5.4545455	0	1
01_66_77	480	550	564	5.818182	2	1
01_67_20	311	358	374	2.2408965	0	1
01_67_28	340	398	408	5.793451	0	1
01_67_59	313	359	369	6.424581	1	1
01_67_65	313	361	371	6.0941825	1	1
01_68_71	848	1074	1090	6.1509786	0	1
01_68_90	728	873	894	3.8990827	1	1
01_69_49	351	410	417	2.9339855	0	1
01_69_65	364	425	441	3.782506	0	1
01_69_68	602	711	726	2.2503517	2	1
01_69_73	509	601	613	4.166667	0	1
01_70_23	470	536	549	3.3582091	1	1
01_70_66	955	1178	1219	3.4834325	0	1
01_70_80	336	384	397	4.947917	2	1
01_70_85	569	650	665	2.4653313	1	1
01_71_03	413	479	492	3.757829	2	1
01_71_16	329	371	380	3.7735848	0	1
01_71_21	606	714	728	4.341737	1	1
01_72_03	748	899	925	5.122494	0	1
01_72_29	333	369	373	3.5230353	0	1
01_73_91	310	357	363	7.3239436	0	0
01_75_07	374	433	440	6.0046186	1	1
01_76_05	693	839	856	3.3373063	0	1
01_76_60	512	588	604	3.2312925	0	1
01_76_65	708	835	852	3.8369305	1	1
01_78_29	494	576	580	3.4904015	2	1
01_78_69	845	1074	1103	5.2287583	0	1
01_79_22	304	345	350	4.347826	0	1
01_79_40	1815	2623	2684	3.5891562	2	1
01_79_71	462	524	552	4.0152965	1	1
01_79_90	340	399	409	6.5326633	0	1
01_80_79	334	362	370	3.038674	1	1
01_81_15	380	434	446	4.37788	0	1
01_81_91	518	637	647	2.9827316	0	1
01_82_44	410	503	517	5.367793	0	1
01_83_68	909	1118	1149	3.7600715	2	1
01_83_77	1440	1928	1971	4.413292	0	1
01_83_83	786	956	978	4.397906	1	1
01_84_02	661	791	805	5.5766797	1	1
01_84_03	301	358	366	5.882353	2	1
01_84_79	305	359	367	2.2284122	0	1
01_85_25	329	368	376	5.1630435	2	1
01_85_32	404	475	487	7.157895	0	0
01_85_46	910	1109	1137	4.693141	0	1
01_85_50	977	1216	1257	5.4455442	0	1
01_85_59	437	504	522	3.5714288	2	1
01_85_63	334	369	372	4.0650406	1	1
01_85_85	597	714	735	4.4880786	1	1
01_86_05	398	452	467	3.7694016	0	1
01_86_08	549	613	627	3.2626429	1	1
01_86_22	306	347	358	3.4782608	2	1
01_86_34	399	464	475	5.6034484	1	1
01_86_37	334	386	397	3.6363635	2	1
01_86_91	532	626	641	3.8338656	2	1
01_87_17	349	393	402	4.336735	0	1
01_88_36	404	469	482	4.9040513	0	1
01_90_11	324	388	392	5.699482	0	1
01_90_42	500	586	603	5.4700856	0	1
01_90_85	311	367	374	6.26703	1	1
01_91_44	328	371	383	6.2330623	0	1
01_92_45	528	624	637	4.0064106	2	1
01_94_03	532	639	653	3.9123633	0	1
01_94_18	612	785	795	4.713376	0	1
01_94_65	489	556	570	4.316547	1	1
01_94_67	304	342	352	3.508772	1	1
01_94_73	1675	2276	2332	4.409171	1	1
01_94_90	1000	1210	1231	3.6393714	0	1
01_95_67	698	837	854	4.3010755	0	1
01_96_59	1482	1990	2039	4.0261703	0	1
02_01_17	313	363	368	7.458564	0	0
02_01_27	420	508	519	5.708661	0	1
02_01_29	393	465	473	6.0344825	0	1
02_01_50	339	399	408	7.5376883	0	0
02_01_77	314	367	375	4.9180326	0	1
02_01_78	724	876	897	5.6000004	0	1
02_01_85	342	391	404	6.9053707	0	1
02_02_81	440	553	563	5.424955	0	1
02_04_91	347	403	411	4.9751244	0	1
02_05_26	402	467	473	6.437768	1	1
02_05_42	356	416	421	5.7831326	0	1
02_05_87	387	454	460	6.828194	0	1
02_06_03	303	351	360	5.428571	0	1
02_06_23	428	516	530	6.2135925	0	1
02_06_54	1012	1330	1357	6.1700525	0	1
02_07_20	305	367	378	9.289618	0	0
02_07_78	417	486	503	4.329897	0	1
02_07_92	362	418	425	7.416268	0	0
02_08_12	646	787	812	6.2420382	0	1
02_08_20	395	465	478	4.9462366	0	1
02_10_66	335	381	384	5.5263157	0	1
02_10_78	579	694	706	4.624277	0	1
02_10_86	319	377	393	6.8965516	0	1
02_10_94	423	506	524	7.509881	0	0
02_11_17	345	390	403	3.8659792	1	1
02_11_83	717	875	901	6.0640736	1	1
02_12_59	346	403	412	9.925558	1	0
02_13_17	421	505	514	7.34127	0	0
02_13_19	725	869	889	4.608295	0	1
02_13_23	841	1050	1074	6.7619047	0	1
02_13_35	472	581	590	7.57315	0	0
02_13_49	1069	1409	1440	8.528785	1	0
02_13_87	334	387	399	5.1813474	0	1
02_13_90	580	679	699	6.342183	1	1
02_14_20	339	366	374	4.644809	0	1
02_14_43	511	602	613	5.666667	0	1
02_14_80	363	415	428	4.3583536	2	1
02_14_86	429	527	544	7.984791	0	0
02_15_03	331	385	394	7.8125	0	0
02_15_21	315	361	364	4.4321327	0	1
02_15_52	326	374	384	5.3475933	2	1
02_16_34	391	457	469	9.210526	1	0
02_16_84	592	726	743	6.61157	0	1
02_18_01	470	534	545	5.4409003	2	1
02_18_17	450	505	520	2.777778	0	1
02_18_26	458	594	608	5.9021926	1	1
02_18_29	726	881	896	6.150342	1	1
02_18_35	679	854	873	8.54801	0	0
02_18_89	1400	1825	1887	5.2140503	1	1
02_18_91	332	392	400	6.138108	0	1
02_19_01	311	366	375	7.3770494	0	0
02_19_20	601	746	767	6.1662197	0	1
02_19_34	315	367	375	6.8119893	0	1
02_19_42	1365	1917	1967	6.259781	2	1
02_20_35	426	514	530	7.9922028	0	0
02_20_61	300	371	381	7.008086	0	0
02_20_62	412	476	490	5.252101	0	1
02_20_67	354	415	426	7.971015	0	0
02_22_78	600	742	761	5.7951484	0	1
02_23_78	1177	1553	1588	7.2164946	0	0
02_24_32	549	643	660	6.697819	1	1
02_24_37	317	352	360	7.122507	1	0
02_24_73	428	498	511	6.8410463	0	1
02_25_58	560	675	688	9.792285	1	0
02_26_16	371	438	447	7.3226542	0	0
02_26_39	330	365	376	4.945055	0	1
02_26_60	334	388	394	7.4742265	0	0
02_26_81	768	953	976	8.394544	0	0
02_27_41	760	943	958	7.013815	0	0
02_27_46	416	489	497	6.5439672	0	1
02_27_47	567	682	704	6.901615	1	1
02_27_88	358	434	440	11.059908	2	0
02_28_11	403	466	473	6.866953	1	1
02_28_40	405	475	483	6.1181436	0	1
02_28_44	394	458	467	4.5851526	2	1
02_28_48	304	346	353	6.936416	0	1
02_28_60	371	423	436	5.2009454	0	1
02_29_17	374	436	442	5.5172415	0	1
02_29_42	478	573	589	6.9930067	1	1
02_29_47	391	460	471	7.4074073	0	0
02_29_77	373	427	437	6.1032867	0	1
02_30_12	777	987	1005	6.8895645	2	1
02_30_16	325	382	392	7.068063	1	0
02_30_87	380	449	461	4.899777	0	1
02_31_73	380	453	465	8.425721	0	0
02_31_94	325	403	417	7.9404464	0	0
02_32_31	325	385	396	5.46875	0	1
02_32_38	585	704	723	7.8125	0	0
02_33_15	678	845	871	6.627219	2	1
02_33_31	331	380	389	6.084656	0	1
02_33_41	321	382	391	5.0	0	1
02_33_52	1062	1377	1409	6.4	1	1
02_33_78	364	424	436	7.3113213	0	0
02_34_75	349	406	417	5.6650248	2	1
02_34_94	353	466	475	13.519314	0	0
02_34_96	387	474	490	7.5949364	0	0
02_35_03	416	496	505	7.862903	0	0
02_35_07	759	944	962	5.6263266	0	1
02_35_77	333	390	403	7.7120824	0	0
02_36_12	402	443	449	4.740406	0	1
02_36_27	368	425	434	8.726415	0	0
02_36_51	456	560	575	7.34767	2	0
02_36_91	369	427	437	5.620609	1	1
02_37_73	326	377	383	6.366048	0	1
02_38_04	880	1158	1188	8.383751	0	0
02_39_17	418	526	538	5.714286	2	1
02_39_31	463	543	560	7.195572	1	0
02_39_75	304	338	348	2.95858	0	1
02_40_42	594	743	757	9.299191	0	0
02_40_57	397	490	506	6.5439672	0	1
02_40_64	404	486	500	8.847736	0	0
02_40_69	357	422	437	4.265403	2	1
02_40_87	988	1309	1340	6.269113	2	1
02_40_90	2623	4337	4434	7.362105	0	0
02_40_94	348	416	422	6.746988	0	1
02_41_15	339	392	399	5.3708444	0	1
02_41_62	706	825	845	5.4545455	0	1
02_41_77	367	466	477	10.300429	0	0
02_42_48	326	366	376	5.7377048	0	1
02_42_78	1272	1722	1766	7.088902	1	0
02_43_19	1367	1872	1913	6.3101606	0	1
02_44_79	916	1159	1185	5.9585495	0	1
02_46_47	412	469	484	7.8891253	0	0
02_46_51	457	545	561	7.9189687	0	0
02_46_75	310	355	366	7.3239436	0	0
02_46_78	398	486	500	5.144033	2	1
02_46_96	922	1183	1212	7.5232463	0	0
02_47_14	680	847	866	6.272189	0	1
02_47_65	416	450	465	1.7777778	1	1
02_48_24	365	434	444	6.912442	0	1
02_48_25	387	437	446	4.1189933	1	1
02_48_37	310	362	371	8.587257	0	0
02_48_52	367	439	450	7.2892942	0	0
02_48_75	333	417	427	10.5515585	0	0
02_49_11	565	672	686	5.952381	1	1
02_50_34	606	764	787	7.9947577	0	0
02_50_36	302	368	378	9.23913	0	0
02_50_46	407	484	500	8.695652	1	0
02_50_62	308	364	371	6.3186817	2	1
02_50_81	1100	1430	1467	6.3680897	1	1
02_51_15	331	377	381	7.978723	0	0
02_51_29	316	374	380	9.625669	0	0
02_51_59	516	624	640	9.003215	0	0
02_51_68	1189	1556	1608	7.3954983	0	0
02_51_71	321	374	383	6.434316	0	1
02_51_91	312	372	384	8.602151	0	0
02_52_37	304	339	343	5.899705	0	1
02_52_61	310	350	356	5.444126	0	1
02_52_91	376	449	457	10.044642	0	0
02_53_05	322	363	367	6.61157	2	1
02_53_11	329	383	392	3.6553524	2	1
02_53_20	1119	1438	1484	5.7799444	0	1
02_53_41	310	379	386	9.762533	0	0
02_53_50	331	363	371	3.305785	2	1
02_54_74	615	779	798	10.796915	2	0
02_54_78	402	474	486	5.4852324	1	1
02_55_15	443	499	513	7.2434607	0	0
02_55_65	1043	1360	1397	7.058824	0	0
02_56_04	595	730	742	7.808219	0	0
02_56_39	444	532	544	7.330827	0	0
02_56_76	450	534	542	7.3033705	2	0
02_56_95	628	741	765	5.8108106	1	1
02_57_03	793	1021	1040	5.2889323	2	1
02_57_35	404	483	497	8.695652	0	0
02_57_42	907	1158	1182	8.2038	0	0
02_57_45	623	730	748	4.1152263	1	1
02_57_93	423	539	556	8.90538	0	0
02_57_95	356	416	426	7.2115383	0	0
02_58_13	306	359	366	10.86351	1	0
02_58_29	344	404	417	5.707196	0	1
02_58_66	782	993	1017	7.9637094	0	0
02_58_82	305	326	333	1.2269938	2	1
02_59_18	330	415	422	8.674699	0	0
02_59_42	335	394	401	6.5989842	0	1
02_59_51	620	761	776	7.7529564	0	0
02_59_53	343	417	432	9.592326	0	0
02_60_60	853	1073	1097	9.048508	1	0
02_61_08	698	886	913	6.3276834	2	1
02_61_27	573	689	701	6.9666185	2	1
02_61_50	346	404	416	9.158416	2	0
02_62_06	306	356	359	7.865169	0	0
02_62_13	598	745	764	5.5033555	1	1
02_62_36	386	448	457	8.928572	0	0
02_62_54	343	397	405	3.2745593	2	1
02_62_96	369	442	455	9.502263	0	0
02_63_17	401	483	494	9.523809	0	0
02_63_27	347	397	407	7.323232	0	0
02_63_43	618	818	837	11.735942	0	0
02_63_69	379	448	452	7.8125	1	0
02_63_71	459	552	564	8.166969	0	0
02_64_07	518	616	634	8.143322	0	0
02_64_30	369	418	425	4.556355	2	1
02_64_41	358	419	427	6.45933	0	1
02_65_06	300	345	352	7.5581393	0	0
02_65_07	444	529	533	7.3724008	2	0
02_65_26	323	376	383	4.7872343	0	1
02_65_70	324	380	386	6.5789475	0	1
02_65_80	947	1220	1253	6.8144503	2	1
02_65_82	659	846	866	7.683215	1	0
02_65_85	633	781	800	9.615385	0	0
02_65_90	1111	1415	1451	6.647807	1	1
02_66_20	408	480	496	6.889353	0	1
02_66_38	363	409	415	6.845966	1	1
02_66_58	317	389	392	9.768638	0	0
02_66_85	393	464	476	6.4794817	1	1
02_66_96	379	477	489	6.9182386	0	1
02_67_03	1475	2081	2131	6.3011065	0	1
02_67_56	403	480	490	7.2916665	1	0
02_67_66	360	442	451	9.7505665	0	0
02_68_07	403	471	481	4.680851	2	1
02_68_10	313	352	364	3.6931818	2	1
02_68_53	606	715	732	6.5918655	0	1
02_68_55	356	416	426	3.3653848	0	1
02_68_57	373	438	444	4.1189933	2	1
02_68_94	396	449	458	4.0268455	2	1
02_69_14	928	1177	1207	5.2721086	1	1
02_69_52	331	389	400	7.455013	0	0
02_69_70	405	488	495	6.5708423	2	1
02_69_88	393	473	485	10.359408	0	0
02_70_40	543	637	652	5.965463	1	1
02_70_93	418	504	515	7.7380953	0	0
02_71_17	304	340	347	8.529412	1	0
02_71_47	310	359	368	6.685237	1	1
02_72_04	480	558	570	6.0931897	1	1
02_72_35	368	438	455	5.479452	0	1
02_72_64	700	862	879	7.2093024	1	0
02_73_17	562	670	686	8.669657	0	0
02_74_65	430	503	513	7.355865	1	0
02_75_02	323	376	384	7.4468083	2	0
02_75_33	932	1176	1206	6.207483	1	1
02_75_40	391	440	448	4.090909	0	1
02_75_44	369	446	455	7.174888	0	0
02_75_53	363	410	421	5.365854	1	1
02_75_61	319	373	389	4.557641	0	1
02_76_81	870	1093	1115	5.860806	0	1
02_79_01	597	745	761	6.7294755	0	1
02_79_03	974	1235	1266	6.969206	0	1
02_79_17	612	779	795	5.3915277	0	1
02_79_42	329	382	391	8.115184	0	0
02_79_51	558	639	658	6.1128526	1	1
02_79_53	406	487	500	7.4074073	0	0
02_79_79	322	365	369	7.945205	0	0
02_80_23	325	379	390	5.0131927	0	1
02_81_10	406	472	480	4.4585986	0	1
02_81_20	932	1198	1229	6.1924686	1	1
02_81_66	427	492	504	6.910569	0	1
02_81_74	438	525	538	8.0	0	0
02_81_90	304	370	380	7.837838	2	0
02_82_10	370	436	449	9.425287	0	0
02_82_47	426	508	525	7.874016	0	0
02_82_91	361	437	448	9.839817	0	0
02_83_26	421	475	488	6.3424945	1	1
02_83_41	337	390	395	8.205129	0	0
02_84_49	311	345	350	6.413994	0	1
02_84_52	304	372	381	11.827957	0	0
02_84_62	399	480	489	9.375	1	0
02_84_90	392	471	479	5.7324843	0	1
02_85_68	355	419	427	8.353222	0	0
02_85_91	393	488	496	11.4754095	0	0
02_86_15	307	355	365	8.192091	0	0
02_86_56	460	552	570	4.166667	1	1
02_86_95	708	859	874	6.060606	1	1
02_87_66	692	841	865	6.6587396	2	1
02_87_81	670	804	827	6.7164183	0	1
02_87_86	330	376	387	6.4	0	1
02_87_90	315	373	380	5.3619304	0	1
02_88_73	635	792	814	6.9532237	0	1
02_88_81	827	991	1010	5.0607285	1	1
02_89_20	847	1041	1065	8.261288	0	0
02_89_25	548	654	675	8.868502	1	0
02_89_30	367	426	434	7.764706	1	0
02_89_51	627	768	790	6.119792	1	1
02_90_38	541	651	669	6.1443934	0	1
02_90_40	396	472	481	8.262712	1	0
02_90_43	465	565	572	8.525755	2	0
02_90_47	354	421	426	7.6009502	0	0
02_90_53	621	772	790	10.621761	0	0
02_90_64	557	655	671	6.7175574	2	1
02_90_90	437	548	555	8.576642	0	0
02_92_04	571	690	702	5.370102	0	1
02_92_38	429	508	522	6.8897634	0	1
02_92_61	312	360	372	5.0	1	1
02_92_86	433	561	575	13.571429	2	0
02_93_14	406	463	474	6.277056	1	1
02_93_55	314	367	378	6.2841525	0	1
02_93_61	737	902	928	5.5493894	2	1
02_94_15	309	370	379	8.648649	0	0
02_94_22	405	473	486	9.090909	0	0
02_94_40	551	672	690	5.654762	0	1
02_94_42	541	643	659	5.29595	2	1
02_94_45	560	674	694	6.983655	2	1
02_94_81	772	966	981	5.7053943	2	1
02_94_83	624	753	763	5.7180853	0	1
02_94_87	1492	2007	2045	7.772795	0	0
02_94_88	431	530	538	12.098299	1	0
02_95_53	438	503	511	5.7999997	1	1
02_96_95	366	429	436	3.030303	1	1
03_01_36	694	868	892	7.4884796	0	0
03_01_46	415	501	508	4.7904196	1	1
03_01_63	441	542	558	7.0240297	0	0
03_02_08	424	516	526	4.6511626	0	1
03_02_13	704	885	912	5.9954753	2	1
03_02_36	480	584	601	9.075342	0	0
03_02_45	314	382	387	10.994764	2	0
03_03_20	356	423	434	7.3459716	0	0
03_04_29	678	829	846	6.0386477	0	1
03_04_41	637	774	794	7.6326003	0	0
03_04_55	472	580	591	7.772021	0	0
03_05_54	307	357	362	6.7226896	0	1
03_06_48	380	478	487	9.62343	2	0
03_06_62	1369	1955	2008	9.007165	2	0
03_06_71	1122	1456	1482	7.079038	0	0
03_06_88	335	379	389	3.9577837	2	1
03_06_95	614	751	772	8.28877	2	0
03_07_35	362	424	434	8.490566	0	0
03_07_86	649	812	832	8.743843	0	0
03_07_92	533	659	671	6.5250382	2	1
03_08_87	626	778	793	6.683805	2	1
03_08_94	429	513	521	8.0078125	0	0
03_09_03	398	491	506	9.164969	1	0
03_09_54	347	405	415	7.4441686	0	0
03_10_27	2097	3110	3177	6.832098	0	1
03_10_65	308	383	396	6.7885118	0	1
03_12_56	617	753	777	7.4468083	0	0
03_13_09	1652	2284	2339	6.5322227	0	1
03_13_18	314	378	386	5.0531917	0	1
03_13_75	442	518	527	7.915058	0	0
03_13_83	374	441	449	7.0454545	0	0
03_13_88	368	440	454	7.5170846	0	0
03_14_38	350	390	399	6.9587626	0	1
03_15_04	333	388	395	6.185567	0	1
03_15_41	639	750	769	4.9465237	1	1
03_15_46	1076	1372	1403	6.413994	0	1
03_16_58	335	396	406	5.050505	1	1
03_17_24	568	702	720	8.559201	1	0
03_17_47	354	424	432	7.7830186	0	0
03_17_54	498	616	628	8.603896	0	0
03_17_65	324	382	396	1.8324608	1	1
03_17_66	480	562	580	5.1601424	0	1
03_17_82	384	425	447	4.9411764	1	1
03_17_83	1067	1411	1455	6.094968	0	1
03_17_89	2894	4748	4865	6.9787054	0	1
03_18_20	1356	1807	1852	7.483371	0	0
03_18_30	1294	1742	1774	6.950029	1	1
03_18_31	398	440	449	4.783599	0	1
03_18_33	305	340	349	4.424779	0	1
03_18_42	790	994	1020	5.1307845	1	1
03_18_43	558	673	692	4.6199703	0	1
03_18_47	475	550	562	4.735883	2	1
03_18_49	479	563	570	6.2166963	2	1
03_18_55	1438	1928	1979	7.4247146	1	0
03_18_58	393	468	479	4.2826552	2	1
03_18_64	329	355	359	3.954802	2	1
03_18_94	302	335	344	4.4910183	0	1
03_19_16	346	406	416	4.4444447	2	1
03_19_67	459	549	560	5.2823315	2	1
03_19_87	763	978	1008	7.267144	2	0
03_19_90	443	528	537	7.007576	1	0
03_20_21	429	489	506	5.327869	0	1
03_20_38	302	347	352	7.204611	0	0
03_20_80	312	366	371	6.010929	0	1
03_21_11	806	1003	1025	6.586827	0	1
03_22_50	581	738	755	6.6395664	0	1
03_23_14	514	637	651	8.647799	0	0
03_23_23	301	350	361	6.5902576	1	1
03_24_23	481	579	594	7.599309	2	0
03_24_39	888	1167	1202	5.8369102	0	1
03_24_59	2065	3132	3200	7.1611257	2	0
03_24_68	349	406	416	3.4482758	0	1
03_24_94	387	458	468	6.5645514	1	1
03_25_01	305	334	342	5.9880238	0	1
03_25_04	357	413	416	5.5825243	1	1
03_26_44	348	409	422	5.6511054	0	1
03_26_51	344	409	423	3.6764708	0	1
03_26_61	912	1171	1203	4.2735043	2	1
03_26_74	541	675	695	6.814815	0	1
03_26_91	602	723	741	5.124654	2	1
03_26_95	448	548	563	6.2043796	0	1
03_27_14	370	444	456	7.2234764	2	0
03_27_18	361	440	456	8.181818	0	0
03_27_50	317	363	370	6.060606	0	1
03_27_78	307	357	362	8.963586	2	0
03_27_84	553	679	693	9.131076	1	0
03_27_88	332	380	389	7.3684206	0	0
03_28_21	647	796	815	7.421384	1	0
03_28_25	324	395	405	6.5822787	0	1
03_29_15	320	362	374	6.9060774	0	1
03_29_50	884	1151	1179	8.608696	2	0
03_29_53	626	741	756	4.8582997	0	1
03_29_78	306	356	360	7.022472	0	0
03_30_47	372	455	467	10.154525	2	0
03_31_10	306	346	353	4.0462427	2	1
03_31_54	402	483	495	7.4534163	0	0
03_31_61	535	627	638	7.028754	2	0
03_31_74	943	1225	1258	8.094849	1	0
03_31_96	369	449	457	7.126949	1	0
03_32_60	358	438	445	7.9908676	0	0
03_32_73	354	394	401	5.102041	2	1
03_32_90	359	428	442	10.093897	0	0
03_33_88	479	549	558	5.100182	2	1
03_33_91	326	377	386	5.30504	0	1
03_34_05	337	372	387	5.390836	2	1
03_34_15	339	389	401	4.1131105	0	1
03_34_28	401	468	480	5.3533187	2	1
03_34_80	1341	1795	1842	6.420994	0	1
03_34_90	377	447	457	7.6233187	0	0
03_34_93	324	391	400	7.9283886	0	0
03_35_35	324	398	408	8.585858	0	0
03_35_49	623	764	782	8.026316	0	0
03_35_95	374	455	469	10.352423	0	0
03_36_04	442	560	578	12.321428	0	0
03_36_22	417	511	525	7.0450096	2	0
03_36_28	358	412	416	5.121951	0	1
03_36_75	311	375	384	6.9518714	0	1
03_36_90	447	512	525	5.6862745	2	1
03_37_88	624	774	792	10.335917	0	0
03_38_16	679	839	854	3.5842295	2	1
