bc_wells	gene_count	tscp_count	mread_count	pct_counts_mt	leiden	pct_counts_mt_below_7
26_61_04	374	428	446	5.399061	0	1
26_61_59	477	562	571	4.6263347	1	1
26_62_83	318	364	374	4.945055	0	1
26_63_74	540	660	671	6.818182	0	1
26_64_30	361	433	441	6.0046186	0	1
26_66_47	565	702	718	6.7047076	0	1
26_66_51	367	413	428	3.1476996	1	1
26_66_56	1145	1428	1457	4.908836	1	1
26_66_76	318	366	376	4.3715844	0	1
26_67_11	689	857	877	6.191589	0	1
26_67_30	417	529	541	4.7258983	2	1
26_67_83	359	438	445	4.7945204	0	1
26_68_14	446	548	561	8.608059	0	0
26_68_83	673	830	848	4.9576783	0	1
26_69_08	350	410	420	5.8536587	0	1
26_69_21	321	390	399	7.1794877	0	0
26_69_22	341	396	406	3.0379746	0	1
26_69_40	430	520	531	4.8076925	0	1
26_70_70	303	347	355	4.610951	0	1
26_70_95	306	340	342	3.8348083	0	1
26_71_53	356	395	405	6.3451777	1	1
26_71_88	1239	1656	1693	6.650544	1	1
26_71_90	490	582	597	6.357388	0	1
26_72_74	416	486	505	4.3209877	2	1
26_72_89	335	367	379	4.931507	0	1
26_74_68	395	460	469	5.652174	2	1
26_75_31	305	359	364	8.913649	0	0
26_76_16	397	499	514	7.014028	0	0
26_76_29	745	918	945	4.5851526	1	1
26_76_55	300	347	353	6.9164267	0	1
26_79_43	332	386	396	5.1813474	0	1
26_79_59	461	525	537	5.152672	1	1
26_81_31	333	401	415	6.733167	0	1
26_82_76	781	983	1008	8.460754	2	0
26_83_09	336	407	427	9.58231	1	0
26_83_15	1389	1911	1961	7.124149	0	0
26_83_30	602	715	732	4.895105	1	1
26_84_12	330	373	384	3.763441	0	1
26_84_16	399	470	479	5.957447	0	1
26_84_92	1352	1837	1875	7.185629	0	0
26_84_95	778	1025	1055	5.2682924	2	1
26_85_02	323	377	388	10.079576	0	0
26_85_95	454	526	546	6.4638786	1	1
26_86_11	977	1231	1253	6.01626	0	1
26_86_59	455	546	566	4.029304	2	1
26_86_64	331	376	386	6.133333	1	1
26_86_77	434	508	518	5.91716	0	1
26_86_86	707	851	878	7.520564	1	0
26_86_91	481	590	609	4.0747027	0	1
26_87_06	306	355	360	4.7887325	2	1
26_88_27	404	480	497	8.333334	1	0
26_88_31	311	356	359	8.146068	2	0
26_88_84	940	1194	1226	6.789606	0	1
26_89_62	695	883	903	10.079275	1	0
26_89_69	310	372	385	10.4838705	1	0
26_90_03	481	573	586	6.4572425	0	1
26_91_01	437	529	546	5.6926	0	1
26_92_20	438	511	524	5.490196	1	1
26_93_44	473	549	564	5.100182	1	1
26_94_10	715	895	914	6.8232665	0	1
26_94_12	477	545	555	6.629834	0	1
26_94_19	411	486	501	7.4534163	2	0
26_94_28	537	621	644	4.0387726	2	1
26_94_53	378	433	446	6.25	1	1
26_94_63	577	748	761	5.614973	0	1
26_94_77	707	851	872	3.172738	1	1
26_96_56	355	426	435	7.746479	0	0
27_01_30	368	422	429	4.9763036	1	1
27_02_26	405	476	484	7.5630255	2	0
27_02_74	432	512	526	4.1015625	0	1
27_02_91	300	334	341	4.504504	1	1
27_03_57	440	513	529	5.8479533	1	1
27_05_54	509	611	625	7.0491805	0	0
27_05_70	556	652	665	5.5214725	0	1
27_06_34	306	361	370	3.601108	0	1
27_07_48	618	786	804	6.878981	2	1
27_07_73	448	534	542	7.317073	1	0
27_07_84	363	426	434	5.6603775	1	1
27_08_03	318	395	404	6.075949	0	1
27_08_66	311	351	359	6.8571424	1	1
27_10_17	372	431	438	4.6403713	0	1
27_10_29	354	402	412	6.9825435	0	1
27_10_43	322	383	391	4.712042	0	1
27_11_31	476	570	584	5.799649	2	1
27_11_48	1060	1337	1357	6.9767447	1	1
27_13_08	381	425	438	5.1764703	0	1
27_13_91	525	616	630	4.5677	1	1
27_15_04	379	447	460	6.263982	0	1
27_18_11	817	1036	1053	5.6038647	0	1
27_18_19	428	503	515	4.3912177	0	1
27_18_63	534	664	672	7.8431377	2	0
27_18_95	419	479	490	6.0669456	1	1
27_20_44	614	724	733	5.401662	1	1
27_20_76	922	1221	1236	7.465135	1	0
27_21_31	472	548	564	5.4744525	1	1
27_22_13	334	405	416	7.4074073	0	0
27_22_14	621	762	784	7.742782	0	0
27_23_41	374	445	457	5.168539	0	1
27_23_82	579	703	729	5.857143	0	1
27_24_67	300	353	365	7.692308	0	0
27_25_56	398	448	458	6.263982	0	1
27_27_27	391	452	465	5.5309734	1	1
27_27_38	388	469	485	7.280514	0	0
27_27_67	332	388	399	7.49354	0	0
27_28_23	375	467	482	4.496788	0	1
27_28_35	597	709	719	5.7827926	2	1
27_28_44	438	503	520	3.7848606	1	1
27_29_81	341	383	387	4.7244096	2	1
27_32_06	304	352	357	5.6818185	0	1
27_33_17	497	577	602	5.199307	0	1
27_33_19	452	528	538	6.0721064	2	1
27_33_77	660	788	803	5.3503184	1	1
27_34_16	533	653	668	5.8461537	2	1
27_34_56	519	630	645	5.873016	1	1
27_34_77	319	365	368	4.945055	2	1
27_35_55	460	548	558	4.5620437	2	1
27_35_78	336	390	403	6.410257	0	1
27_36_43	576	688	707	3.7790697	0	1
27_38_81	585	684	704	6.432749	2	1
27_39_06	327	360	368	3.6111112	1	1
27_40_20	469	571	585	7.557118	0	0
27_40_40	386	434	438	5.760369	0	1
27_40_80	897	1125	1151	5.69395	1	1
27_40_87	494	586	602	4.948806	2	1
27_40_92	476	573	588	7.7057796	2	0
27_41_40	358	451	459	5.9866962	1	1
27_41_43	462	554	566	6.6787004	0	1
27_41_68	373	452	458	5.973451	0	1
27_41_70	568	648	666	4.166667	1	1
27_42_69	337	387	399	5.684755	1	1
27_43_16	346	403	412	6.2189054	0	1
27_43_32	358	424	429	5.2009454	0	1
27_43_50	1613	2223	2290	5.67312	0	1
27_43_86	402	473	483	5.4968286	0	1
27_44_27	1255	1679	1724	6.134604	2	1
27_45_71	347	402	409	6.234414	0	1
27_46_05	881	1117	1152	6.7204304	0	1
27_46_89	337	388	400	4.8969073	0	1
27_47_90	617	768	781	5.598958	2	1
27_47_92	315	369	378	6.793478	2	1
27_50_96	514	613	627	6.5252857	0	1
27_51_79	382	470	481	4.893617	0	1
27_52_21	300	334	342	5.6886225	0	1
27_53_68	603	708	730	5.3824363	1	1
27_53_78	652	794	816	5.5485497	1	1
27_54_56	386	461	472	8.260869	0	0
27_54_81	741	899	916	3.5634744	2	1
27_55_58	320	384	395	9.375	0	0
27_55_74	363	436	445	5.7471266	0	1
27_57_24	614	776	791	4.516129	1	1
27_57_45	302	340	346	6.1764708	0	1
27_58_06	440	524	535	5.152672	2	1
27_58_88	430	493	506	6.3008127	1	1
27_59_11	334	365	373	5.2054796	0	1
27_59_32	786	1002	1033	4.6	2	1
27_61_01	1667	2344	2407	4.6521554	0	1
27_61_15	329	372	379	6.4516125	0	1
27_61_77	1841	2730	2794	9.457478	1	0
27_61_91	1348	1781	1819	6.1270375	2	1
27_62_54	522	641	657	6.0842433	0	1
27_62_75	362	408	420	4.901961	0	1
27_63_43	414	499	510	6.4386315	0	1
27_63_50	633	793	805	7.449495	2	0
27_64_96	359	427	445	5.399061	1	1
27_65_44	328	382	388	6.0367455	0	1
27_65_66	305	358	370	6.703911	0	1
27_65_67	395	466	480	4.0948277	0	1
27_67_25	344	402	409	5.7213926	1	1
27_68_27	1938	2851	2924	5.723315	0	1
27_68_59	503	584	598	4.452055	1	1
27_68_72	930	1182	1209	5.08044	0	1
27_69_17	1226	1599	1642	5.5729494	0	1
27_69_26	913	1131	1162	5.2166224	1	1
27_69_50	561	653	668	2.7607362	1	1
27_72_31	344	412	425	7.5425787	0	0
27_73_14	398	471	482	4.893617	1	1
27_74_13	326	370	386	4.5945945	2	1
27_75_20	398	463	475	5.844156	1	1
27_75_89	365	413	424	3.883495	1	1
27_76_01	306	347	352	5.4755044	1	1
27_77_80	587	736	755	4.347826	2	1
27_79_09	520	641	656	9.204369	0	0
27_79_90	311	364	380	6.868132	0	1
27_80_40	506	644	661	8.229814	2	0
27_80_58	380	450	460	5.567929	2	1
27_82_92	350	418	429	5.0239234	2	1
27_82_96	368	430	438	7.6744184	0	0
27_84_23	331	372	375	3.4946237	0	1
27_84_48	459	538	548	5.027933	0	1
27_84_94	342	400	411	6.5	1	1
27_85_12	1240	1580	1608	4.692454	0	1
27_85_28	869	1104	1128	7.168784	0	0
27_86_01	729	898	920	5.567929	1	1
27_87_53	437	529	543	5.871212	0	1
27_88_01	307	373	378	7.7747984	1	0
27_88_21	390	432	441	6.25	1	1
27_88_65	337	383	393	4.699739	1	1
27_89_06	375	437	447	6.6361556	0	1
27_91_18	340	400	411	6.7500005	2	1
27_91_53	433	502	513	4.99002	0	1
27_92_66	325	374	379	4.8257375	2	1
27_93_20	691	824	844	4.2475724	0	1
27_94_32	1421	1964	2020	5.7055526	2	1
27_94_49	780	991	1019	4.8484845	0	1
28_04_61	322	375	386	9.946237	0	0
28_04_69	1484	2113	2161	10.858227	0	0
28_06_07	542	648	664	7.275542	1	0
28_06_37	345	407	416	8.353808	1	0
28_06_63	534	626	645	5.7599998	0	1
28_06_88	496	608	623	9.405941	0	0
28_07_03	377	472	483	9.745763	0	0
28_07_13	345	397	409	7.070707	0	0
28_07_40	389	460	467	7.6086955	2	0
28_07_90	307	353	359	7.365439	1	0
28_08_82	372	466	473	12.688171	0	0
28_10_83	378	467	484	7.280514	0	0
28_13_13	475	564	583	5.496454	2	1
28_13_23	617	742	758	6.0810814	2	1
28_13_90	352	408	415	10.098522	0	0
28_14_59	1081	1401	1437	7.6374016	0	0
28_14_93	427	493	505	7.5203257	1	0
28_15_08	321	375	387	8.8	1	0
28_15_87	349	407	420	5.91133	0	1
28_16_80	485	578	596	7.6124563	0	0
28_17_28	1192	1679	1718	9.725537	0	0
28_17_60	752	927	944	8.090614	1	0
28_18_44	426	515	531	7.184466	0	0
28_19_34	371	422	436	5.225653	1	1
28_19_61	461	528	539	4.942966	2	1
28_19_66	365	433	445	6.25	0	1
28_19_86	346	391	401	5.1150894	0	1
28_20_49	460	517	532	3.8684719	0	1
28_20_86	402	499	514	10.220441	1	0
28_21_35	329	387	395	11.168831	1	0
28_21_44	610	774	790	8.010336	0	0
28_21_92	426	508	524	7.0866146	0	0
28_22_09	331	403	410	9.42928	0	0
28_22_18	490	608	621	8.072488	1	0
28_22_48	406	505	518	9.7029705	1	0
28_24_13	354	402	413	6.467662	1	1
28_24_22	323	368	376	5.4347825	1	1
28_24_51	471	564	579	9.591475	2	0
28_24_68	333	381	393	8.398951	1	0
28_26_68	363	434	438	11.085451	2	0
28_26_93	911	1127	1154	5.590062	1	1
28_27_21	590	717	739	6.5826335	2	1
28_27_28	746	929	946	8.297414	1	0
28_27_45	328	391	397	10.230179	1	0
28_27_65	443	518	525	6.177606	1	1
28_27_74	303	345	356	7.2463765	0	0
28_28_59	373	434	442	7.1593533	1	0
28_30_42	308	372	380	9.946237	0	0
28_30_59	498	600	621	10.166667	0	0
28_33_23	306	375	383	12.0643425	0	0
28_33_28	718	950	970	10.748157	2	0
28_34_81	303	359	366	8.356545	0	0
28_35_04	547	666	679	8.108108	0	0
28_35_63	465	564	577	8.333334	2	0
28_35_65	1630	2324	2378	7.287624	0	0
28_36_18	1434	2042	2091	7.1078434	2	0
28_36_26	320	374	379	5.882353	1	1
28_36_42	782	1001	1021	6.8999996	0	1
28_36_59	324	381	384	8.398951	1	0
28_36_65	869	1077	1104	6.7780876	1	1
28_37_71	521	630	650	9.394904	1	0
28_37_77	1356	1834	1886	9.066084	0	0
28_40_26	310	369	378	7.880435	0	0
28_40_45	458	545	555	6.055046	2	1
28_40_47	496	572	594	7.3426576	0	0
28_40_72	596	738	756	7.0460706	1	0
28_40_91	448	530	536	5.8490567	0	1
28_42_69	499	612	620	8.986928	1	0
28_44_74	1015	1332	1370	8.270677	1	0
28_45_65	406	463	474	4.75162	2	1
28_45_91	471	580	593	8.981001	0	0
28_46_13	378	450	461	9.576838	0	0
28_46_34	342	406	411	7.6354685	1	0
28_46_50	592	752	761	5.7180853	0	1
28_46_66	358	418	434	8.872902	2	0
28_46_89	315	387	392	10.594316	2	0
28_47_15	339	396	405	6.8354425	0	1
28_48_40	748	942	968	8.182784	2	0
28_48_71	354	421	432	7.125891	1	0
28_50_28	1129	1574	1601	9.22979	0	0
28_51_75	704	932	954	13.841202	1	0
28_51_87	417	494	506	5.668016	1	1
28_52_71	736	942	963	7.5531917	0	0
28_54_32	704	867	883	7.8431377	0	0
28_54_39	542	669	684	8.695652	1	0
28_54_50	1401	1898	1943	7.120253	0	0
28_54_74	1193	1637	1687	9.669523	2	0
28_54_94	652	816	843	6.617647	0	1
28_55_10	330	398	414	8.080808	0	0
28_56_79	568	688	705	6.395349	0	1
28_56_86	305	360	367	7.5000005	0	0
28_57_95	430	486	492	4.329897	0	1
28_58_04	328	393	396	6.10687	0	1
28_58_35	427	498	507	4.828974	0	1
28_58_59	474	553	561	7.065217	2	0
28_59_27	628	792	806	9.102402	1	0
28_59_28	880	1067	1090	5.7276993	1	1
28_59_42	408	504	518	8.134921	1	0
28_62_61	389	463	478	9.071274	1	0
28_63_01	568	690	706	7.5362315	1	0
28_63_12	322	365	384	6.868132	0	1
28_63_31	861	1104	1135	10.154125	1	0
28_64_02	437	528	545	7.575758	0	0
28_64_20	318	382	395	8.115184	0	0
28_64_23	403	506	519	6.719368	2	1
28_64_93	679	838	855	5.376344	1	1
28_65_78	310	358	365	5.602241	0	1
28_66_02	395	455	466	8.791209	1	0
28_67_17	685	863	880	7.8794904	1	0
28_68_45	503	607	628	9.240924	0	0
28_68_55	1345	1897	1943	9.234829	1	0
28_68_65	537	647	664	6.800618	1	1
28_69_61	444	505	519	4.158416	1	1
28_69_77	428	506	521	6.521739	0	1
28_71_42	962	1246	1269	9.565917	1	0
28_72_53	507	627	641	7.0512824	0	0
28_72_59	415	512	528	7.421875	1	0
28_73_03	335	401	412	10.776942	2	0
28_74_12	861	1087	1115	5.801105	0	1
28_74_18	1105	1424	1471	7.805907	1	0
28_74_77	369	451	462	13.747229	1	0
28_75_54	302	375	382	8.8	0	0
28_75_93	308	366	378	7.6502733	0	0
28_77_43	654	793	816	7.838179	0	0
28_79_78	771	975	995	9.856263	1	0
28_81_74	341	440	450	12.045454	0	0
28_81_87	925	1188	1213	6.998314	1	1
28_82_66	390	489	501	8.997955	0	0
28_83_79	649	832	855	7.0998797	0	0
28_84_80	301	369	377	9.485095	0	0
28_85_31	483	590	597	8.998302	0	0
28_86_95	1120	1472	1508	8.225697	0	0
28_87_33	676	854	876	9.507042	0	0
28_87_36	332	391	403	8.717949	0	0
28_88_59	803	1046	1076	8.795411	0	0
28_88_64	610	735	762	6.8027215	2	1
28_88_70	497	583	595	5.317324	0	1
28_90_07	318	381	389	13.6482935	0	0
28_91_39	461	586	598	10.427351	0	0
28_91_58	433	501	512	6.9860277	1	1
28_92_28	323	362	368	8.01105	1	0
28_92_74	755	962	991	8.645833	1	0
28_93_03	303	365	373	5.7534246	2	1
28_93_79	318	370	376	6.7567563	0	1
28_94_01	648	782	808	6.025641	0	1
28_94_38	947	1240	1264	9.046849	0	0
28_94_39	368	449	455	10.022271	1	0
28_94_46	467	577	589	10.398614	0	0
28_94_62	679	832	861	7.1084337	0	0
28_94_91	437	523	542	8.045978	0	0
29_01_85	528	620	631	5.0080776	0	1
29_02_43	559	656	668	4.7328243	1	1
29_02_79	1777	2445	2505	5.8101473	1	1
29_03_74	474	537	552	5.772812	2	1
29_03_80	320	376	383	7.978723	1	0
29_05_41	832	1056	1087	5.876777	0	1
29_05_81	802	976	998	5.6410255	1	1
29_05_91	414	490	501	5.3169737	0	1
29_06_13	612	731	750	8.219178	1	0
29_07_45	327	368	375	7.880435	0	0
29_07_56	356	411	418	6.569343	2	1
29_11_29	370	432	445	7.424594	2	0
29_12_38	1070	1404	1434	6.5527067	1	1
29_13_05	364	425	431	4.9411764	2	1
29_13_24	302	349	356	7.183908	0	0
29_13_42	1080	1424	1461	6.254392	2	1
29_13_57	495	573	584	4.895105	1	1
29_13_62	313	346	356	6.069364	1	1
29_14_08	353	415	426	5.5421686	0	1
29_14_13	478	557	569	5.2064633	1	1
29_15_04	333	366	372	3.5519128	1	1
29_16_73	478	560	574	6.2611804	1	1
29_18_32	460	547	561	6.9597073	0	1
29_18_69	866	1073	1095	7.5489283	1	0
29_19_85	358	458	477	12.008734	0	0
29_20_05	530	622	639	5.152979	0	1
29_20_52	483	547	561	4.3875685	1	1
29_20_55	339	382	391	6.8062825	1	1
29_20_95	309	363	375	5.801105	2	1
29_22_36	392	474	483	8.6680765	1	0
29_22_91	306	352	367	7.6704545	1	0
29_24_58	432	495	513	7.6767673	0	0
29_25_33	354	384	393	3.6458333	0	1
29_25_55	691	842	862	6.175772	1	1
29_26_24	589	696	708	4.7413793	0	1
29_26_25	348	375	382	2.6809652	0	1
29_27_53	358	415	426	6.5060244	1	1
29_27_83	592	740	754	8.254397	0	0
29_28_64	328	406	415	6.1576357	2	1
29_28_93	347	422	430	5.450237	2	1
29_29_81	1046	1341	1374	5.974608	2	1
29_30_50	353	399	411	3.2581453	1	1
29_31_55	414	485	498	5.5670104	2	1
29_33_28	315	357	364	5.8988767	0	1
29_33_44	596	707	723	5.6657224	0	1
29_33_94	436	511	523	6.666667	0	1
29_36_04	799	985	1003	4.7715735	1	1
29_36_08	765	943	962	4.994686	1	1
29_36_17	581	666	683	4.962406	0	1
29_36_33	370	432	453	3.2482598	1	1
29_36_88	402	481	498	7.2765074	0	0
29_38_80	475	548	561	4.204753	0	1
29_39_22	914	1164	1199	5.85702	1	1
29_39_46	309	355	360	4.815864	0	1
29_40_04	525	643	653	6.40625	0	1
29_40_84	361	400	408	5.25	1	1
29_40_91	4950	11350	11631	5.6295776	3	1
29_41_11	1302	1680	1717	5.2380953	1	1
29_42_30	907	1135	1157	5.6487203	1	1
29_42_66	398	480	490	9.166667	0	0
29_43_05	708	875	894	5.9428573	0	1
29_43_24	369	429	439	8.411215	0	0
29_43_45	353	414	424	5.7971015	0	1
29_43_91	402	509	521	7.0726914	1	0
29_45_66	756	941	968	6.1702127	2	1
29_46_15	410	471	480	5.106383	0	1
29_46_42	474	554	568	5.424955	1	1
29_46_77	369	432	447	9.259259	0	0
29_47_41	382	439	447	5.7077622	1	1
29_48_20	471	553	566	5.0724635	1	1
29_49_92	596	727	741	7.1526823	0	0
29_50_92	372	430	442	5.116279	2	1
29_51_16	1574	2184	2243	6.4279156	0	1
29_52_19	356	423	438	7.3286047	1	0
29_52_23	309	352	363	6.5340905	2	1
29_52_70	449	500	516	6.4257026	1	1
29_52_79	345	383	394	4.9608355	0	1
29_53_54	495	588	602	6.1433444	0	1
29_56_09	320	370	381	4.054054	0	1
29_56_32	410	475	484	7.157895	0	0
29_56_47	319	365	373	9.041096	0	0
29_56_58	347	411	423	3.892944	0	1
29_56_85	348	411	420	7.804878	0	0
29_57_74	354	406	418	3.45679	2	1
29_58_13	405	475	483	6.9767447	1	1
29_58_19	344	403	416	4.2183623	0	1
29_58_31	421	491	508	5.3061223	1	1
29_58_85	467	559	577	8.22898	1	0
29_60_38	2553	3964	4049	6.6683507	1	1
29_61_34	976	1207	1239	6.2137527	0	1
29_63_37	515	600	613	7.0	2	0
29_63_38	436	510	521	4.715128	0	1
29_63_83	1484	2056	2114	6.140351	0	1
29_64_56	401	478	487	6.903765	1	1
29_64_88	304	347	354	5.4755044	0	1
29_66_04	329	377	384	6.1007957	1	1
29_66_68	357	397	403	3.787879	0	1
29_67_55	486	565	569	6.5602837	1	1
29_68_12	353	413	420	6.553398	2	1
29_68_20	314	363	371	7.18232	0	0
29_68_51	388	451	461	8.86918	1	0
29_68_55	321	370	379	6.216216	0	1
29_70_21	351	403	421	6.699752	1	1
29_70_58	1724	2331	2382	7.3453608	1	0
29_71_55	487	571	585	6.304728	0	1
29_73_32	415	491	504	7.959183	0	0
29_73_66	410	500	512	9.819639	0	0
29_74_50	1354	1836	1871	7.847411	0	0
29_74_53	328	374	386	5.8981233	1	1
29_74_57	692	826	843	5.811138	0	1
29_75_72	717	862	880	5.116279	1	1
29_75_76	336	394	402	4.3147206	2	1
29_76_30	334	393	403	6.870229	0	1
29_76_56	320	374	385	6.9518714	1	1
29_76_71	501	583	598	5.831904	2	1
29_79_34	458	532	543	4.1353383	2	1
29_79_61	365	412	424	5.596107	2	1
29_79_66	402	480	489	9.375	2	0
29_80_12	340	379	387	5.540897	1	1
29_81_91	544	650	668	6.625578	2	1
29_82_17	738	917	935	6.6593885	1	1
29_84_45	306	343	353	2.9154518	0	1
29_84_69	301	364	379	8.563536	2	0
29_85_86	400	462	473	7.6086955	1	0
29_86_13	436	495	507	6.477733	0	1
29_86_41	408	485	495	6.5979385	0	1
29_87_16	349	402	413	5.9850373	2	1
29_87_45	547	666	676	7.078313	1	0
29_88_43	324	362	368	4.1551247	2	1
29_90_32	396	461	473	4.989154	0	1
29_90_36	625	767	783	6.9100394	0	1
29_90_64	573	700	710	7.0100145	0	0
29_90_85	674	796	817	7.5471697	0	0
29_91_01	326	383	399	6.8062825	2	1
29_91_34	386	459	474	6.768559	0	1
29_91_44	344	403	412	4.477612	2	1
29_93_78	421	502	514	8.433735	0	0
29_93_88	324	386	399	8.031088	0	0
29_94_63	1236	1630	1671	6.1387353	2	1
29_94_87	1100	1447	1478	7.197232	1	0
30_01_88	451	530	546	6.792453	1	1
30_01_90	806	971	985	6.714876	1	1
30_02_03	418	489	495	7.97546	1	0
30_02_87	1293	1717	1763	7.4095683	0	0
30_04_35	422	495	502	9.29293	0	0
30_04_40	804	1004	1021	9.272183	1	0
30_05_36	362	430	434	8.158508	1	0
30_06_70	310	368	376	7.901908	0	0
30_06_78	546	683	702	7.320644	2	0
30_06_94	373	451	467	13.333334	0	0
30_07_47	375	440	448	6.150342	0	1
30_07_52	563	683	708	8.491947	1	0
30_07_64	390	470	483	7.8891253	0	0
30_07_77	634	789	801	5.71066	1	1
30_08_06	561	686	700	7.7259474	0	0
30_08_12	319	389	399	8.997429	0	0
30_08_42	962	1236	1271	7.698541	0	0
30_10_64	335	394	407	7.1065993	1	0
30_10_76	334	372	385	6.199461	1	1
30_11_41	548	660	676	7.424243	1	0
30_13_42	778	963	984	7.061267	1	0
30_13_58	761	957	991	8.568443	0	0
30_13_73	374	430	436	3.9534886	2	1
30_14_47	466	575	583	6.6086955	0	1
30_14_88	345	407	413	8.620689	0	0
30_15_59	517	659	671	6.534954	1	1
30_15_82	316	381	389	7.105263	0	0
30_16_29	1181	1535	1577	7.947883	0	0
30_16_31	479	601	613	7.820299	1	0
30_17_14	354	433	441	8.083141	2	0
30_18_05	375	441	458	3.8724375	0	1
30_18_30	2174	3396	3491	7.218621	0	0
30_18_39	328	380	391	7.3684206	2	0
30_18_66	555	643	652	6.386293	0	1
30_18_90	358	412	426	8.495145	2	0
30_19_01	756	989	1014	10.111223	0	0
30_19_61	304	353	363	5.6657224	0	1
30_19_95	557	717	728	8.274895	1	0
30_21_55	306	342	349	6.725146	1	1
30_21_96	591	747	762	10.76716	2	0
30_23_20	349	441	450	8.181818	2	0
30_23_40	763	971	999	8.762886	1	0
30_23_85	1149	1514	1543	8.063451	1	0
30_24_22	395	460	476	7.826087	0	0
30_24_48	332	382	389	2.617801	2	1
30_24_75	1004	1342	1365	9.314456	0	0
30_24_80	785	1024	1049	8.308896	0	0
30_25_83	312	361	371	6.3888893	2	1
30_26_26	535	624	638	6.741573	0	1
30_26_66	460	538	558	8.208955	0	0
30_26_73	411	448	458	3.5714288	0	1
30_26_76	371	427	436	6.088993	0	1
30_26_93	410	492	503	7.5510206	1	0
30_27_47	733	918	937	7.960741	1	0
30_27_80	358	413	418	4.1262136	2	1
30_27_95	301	387	394	12.207792	2	0
30_28_20	687	820	844	8.902439	1	0
30_28_75	453	548	572	9.89011	0	0
30_28_90	351	430	439	10.0	0	0
30_29_72	1114	1455	1493	7.777013	0	0
30_29_87	443	547	555	10.420475	2	0
30_30_83	348	402	410	4.75	0	1
30_33_06	342	406	417	10.591133	0	0
30_33_25	307	345	356	5.217391	1	1
30_33_27	360	413	428	6.5375304	0	1
30_33_61	488	587	597	6.484642	0	1
30_34_36	325	368	376	5.9945507	0	1
30_34_39	517	628	659	6.8471336	0	1
30_34_74	381	443	451	6.1085973	0	1
30_35_80	411	515	530	8.15534	2	0
30_36_64	311	366	376	6.830601	0	1
30_36_86	435	539	560	7.0500927	0	0
30_37_56	869	1123	1149	8.035714	2	0
30_38_90	501	636	650	9.621451	0	0
30_39_19	326	400	413	6.5	0	1
30_39_28	447	536	547	6.902985	0	1
30_39_51	313	354	362	2.8248587	0	1
30_40_28	728	935	957	8.5561495	0	0
30_40_45	432	507	518	3.9447732	0	1
30_40_50	463	574	582	7.692308	2	0
30_41_50	308	350	361	5.714286	0	1
30_42_18	719	900	923	8.898777	0	0
30_42_39	396	449	462	8.463251	1	0
30_42_77	648	791	806	9.240506	0	0
30_42_95	321	370	380	2.7173913	0	1
30_43_07	339	405	413	9.653465	1	0
30_44_36	402	469	488	7.4626865	1	0
30_45_66	775	999	1024	6.8136272	0	1
30_45_88	649	781	807	6.0179257	1	1
30_46_07	394	483	487	10.208333	0	0
30_46_17	362	431	444	6.9605565	0	1
30_46_51	317	365	375	7.6712327	0	0
30_46_68	381	444	455	5.8690743	0	1
30_46_81	385	451	466	5.321508	0	1
30_46_89	681	825	837	6.30303	0	1
30_47_77	331	400	410	10.75	2	0
30_48_63	332	406	418	8.866995	0	0
30_48_67	629	791	808	7.7215185	2	0
30_48_88	571	662	677	5.4462934	0	1
30_49_36	388	444	458	6.981982	1	1
30_49_64	386	448	454	6.711409	0	1
30_50_54	628	793	820	11.601513	0	0
30_50_88	577	721	736	6.3977747	0	1
30_51_24	301	357	361	7.3033705	2	0
30_51_84	357	410	420	7.560976	0	0
30_52_54	358	422	432	11.401425	0	0
30_56_04	537	643	661	6.23053	0	1
30_56_67	766	996	1025	9.337349	0	0
30_56_69	771	929	948	8.396125	0	0
30_56_87	329	369	377	5.706522	0	1
30_57_28	318	380	386	8.157895	0	0
30_57_38	418	511	533	7.0450096	0	0
30_57_74	778	1030	1058	6.0252676	0	1
30_58_38	457	534	542	3.1835206	0	1
30_58_55	546	666	679	5.555556	0	1
30_58_70	319	379	390	9.762533	0	0
30_58_80	524	644	660	7.6086955	1	0
30_58_81	527	644	657	8.540373	0	0
30_59_41	442	537	554	10.820895	2	0
30_61_04	701	841	861	5.952381	1	1
30_61_48	318	359	375	5.3072624	0	1
30_61_54	320	365	371	8.493151	0	0
30_61_58	356	425	430	5.910166	0	1
30_61_67	407	486	496	5.3497944	0	1
30_61_81	716	890	912	5.9684687	2	1
30_63_07	566	671	693	5.514158	1	1
30_63_08	765	969	982	6.521739	1	1
30_63_20	895	1166	1192	4.3852105	2	1
30_63_27	1258	1729	1774	6.6010423	2	1
30_63_32	542	691	710	10.289855	2	0
30_64_37	955	1200	1225	4.5833335	1	1
30_64_64	480	561	577	8.571429	1	0
30_65_07	384	467	485	9.850107	0	0
30_65_56	389	449	465	5.357143	0	1
30_65_63	857	1099	1128	7.923497	0	0
30_65_65	416	498	513	9.638554	0	0
30_65_87	428	523	540	7.662835	0	0
30_66_20	356	439	457	6.150342	0	1
30_66_69	1451	1937	1983	9.048604	2	0
30_67_15	625	770	787	7.8023405	0	0
30_68_30	385	484	495	9.937888	2	0
30_68_50	559	695	715	10.951009	0	0
30_68_59	558	708	727	9.039548	0	0
30_68_67	741	922	947	8.2429495	0	0
30_68_95	1131	1464	1507	7.8135705	0	0
30_69_16	576	726	740	7.596685	0	0
30_69_44	656	805	831	6.9651737	0	1
30_69_78	439	530	542	6.427221	0	1
