bc_wells	mread_count
03_50_93	781
03_51_04	2133
03_51_20	3191
03_51_22	3130
03_51_28	2048
03_51_30	1995
03_51_47	1182
03_51_49	1195
03_51_56	1589
03_51_75	2408
03_51_76	1975
03_51_79	1605
03_52_05	1300
03_52_12	1395
03_52_50	900
03_52_57	1371
03_52_64	1093
03_52_95	1510
03_52_96	2750
03_53_08	2131
03_53_20	763
03_53_36	2220
03_53_44	13562
03_53_54	757
03_53_66	0
03_54_12	1380
03_54_40	1967
03_54_43	447
03_54_56	1554
03_54_59	1839
03_54_91	735
03_54_96	2489
03_55_39	626
03_55_48	2357
03_55_93	400
03_55_94	2862
03_56_26	6163
03_56_29	2093
03_56_31	8872
03_56_32	2200
03_56_76	451
03_57_07	867
03_57_13	4007
03_57_30	300
03_57_41	1462
03_57_66	1660
03_58_01	1116
03_58_14	415
03_58_38	1673
03_58_49	1152
03_58_77	532
03_59_12	1817
03_59_28	579
03_59_40	1435
03_59_47	1990
03_59_51	4334
03_59_65	456
03_59_73	2360
03_59_77	652
03_59_92	1563
03_60_01	364
03_60_21	904
03_60_22	466
03_60_23	323
03_60_37	550
03_60_41	657
03_60_46	878
03_60_49	666
03_60_53	659
03_60_65	500
03_60_89	2641
03_60_93	0
03_61_48	9433
03_61_68	1246
03_61_86	3352
03_62_05	6861
03_62_07	452
03_62_41	2788
03_62_65	874
03_62_81	1046
03_63_04	2818
03_63_14	2736
03_63_17	1820
03_63_20	0
03_63_25	540
03_63_36	2067
03_63_37	3138
03_63_39	1643
03_63_40	1366
03_63_71	148
03_63_96	887
03_64_03	103
03_64_18	789
03_64_32	993
03_64_38	948
03_64_46	1589
03_64_60	0
03_64_94	579
03_64_95	1737
03_65_35	2307
03_65_54	62
03_65_90	1291
03_66_44	1298
03_66_64	863
03_66_73	1284
03_67_04	2914
03_67_17	7382
03_67_23	3127
03_67_47	2738
03_67_52	653
03_68_25	1421
03_68_33	858
03_68_40	3585
03_68_43	4564
03_68_75	899
03_68_77	1974
03_68_83	1258
03_68_90	0
03_68_92	1626
03_68_94	1787
03_69_19	14484
03_69_58	4413
03_69_67	1868
03_69_81	209
03_69_85	1319
03_70_18	139
03_70_38	4238
03_70_60	0
03_70_66	1960
03_71_21	436
03_71_29	652
03_71_40	0
03_71_45	565
03_71_47	960
03_71_58	1982
03_71_60	1237
03_71_89	1129
03_71_90	559
03_71_93	1540
03_71_94	1095
03_72_13	538
03_72_24	2177
03_72_26	1167
03_72_39	1091
03_72_40	0
03_72_49	948
03_72_59	826
03_72_90	2921
03_73_12	0
03_73_13	198
03_73_18	553
03_73_43	860
03_73_48	3459
03_74_30	905
03_74_31	846
03_74_53	3078
03_74_57	1801
03_74_77	731
03_74_80	702
03_74_85	514
03_74_87	1115
03_75_20	1050
03_75_23	2916
03_75_54	1923
03_75_68	4080
03_75_87	4174
03_76_01	363
03_76_22	1159
03_76_32	1827
03_76_70	510
03_76_80	250
03_76_86	47
03_76_90	133
03_77_21	213
03_77_44	0
03_77_65	0
03_77_68	469
03_77_88	528
03_77_95	398
03_78_02	393
03_78_08	1798
03_78_15	1140
03_78_19	1273
03_78_28	263
03_78_29	179
03_78_38	803
03_78_53	323
03_78_61	287
03_78_69	1008
03_78_83	474
03_79_09	881
03_79_33	889
03_79_48	1275
03_79_50	3523
03_79_70	243
03_79_87	3498
03_79_94	3437
03_80_01	601
03_80_20	2470
03_80_38	265
03_80_40	374
03_80_51	2941
03_80_62	1453
03_80_68	480
03_80_78	3062
03_80_79	309
03_81_01	0
03_81_12	3313
03_81_32	2718
03_81_61	4044
03_81_66	1367
03_81_71	356
03_82_11	1277
03_82_32	612
03_82_52	1833
03_82_67	1217
03_82_68	43
03_82_70	2911
03_82_73	3282
03_82_76	454
03_82_84	1242
03_82_89	2031
03_82_91	2385
03_82_92	807
03_83_41	0
03_83_42	119
03_83_56	2323
03_83_69	280
03_83_75	0
03_83_82	400
03_83_87	310
03_83_89	800
03_83_92	2426
03_83_96	106
03_84_05	853
03_84_43	2049
03_84_56	0
03_84_61	54
03_84_64	1618
03_84_66	0
03_84_84	5472
03_85_37	1885
03_85_60	951
03_85_72	815
03_86_01	1105
03_86_07	0
03_86_08	411
03_86_10	2228
03_86_20	2013
03_86_35	2090
03_86_41	1141
03_86_62	4522
03_86_83	975
03_87_02	867
03_87_13	9778
03_87_29	1302
03_87_30	754
03_87_31	3941
03_87_40	502
03_87_53	2121
03_87_61	740
03_87_64	665
03_87_65	6569
03_87_71	1895
03_88_27	557
03_88_46	379
03_88_53	1691
03_88_71	1896
03_88_75	1282
03_88_78	1593
03_89_06	433
03_89_14	1637
03_89_17	852
03_89_18	3002
03_89_30	718
03_89_33	212
03_89_42	1112
03_89_46	3367
03_89_59	633
03_89_63	1046
03_89_64	62
03_89_67	1008
03_89_70	779
03_89_76	96
03_89_86	266
03_90_12	140
03_90_26	287
03_90_30	1834
03_90_33	581
03_90_35	2705
03_90_39	457
03_90_41	6016
03_90_42	1071
03_90_78	1190
03_91_01	295
03_91_41	1038
03_91_48	3623
03_91_70	909
03_91_72	3880
03_91_76	13
03_91_78	5775
03_91_85	1950
03_91_87	1083
03_91_94	2757
03_92_09	1208
03_92_10	0
03_92_15	823
03_92_43	311
03_92_50	1087
03_92_60	1171
03_92_94	0
03_93_03	1822
03_93_04	983
03_93_13	2659
03_93_31	0
03_93_37	221
03_93_38	1898
03_93_44	1277
03_93_53	641
03_93_64	777
03_93_80	3392
03_94_03	440
03_94_04	2846
03_94_05	773
03_94_07	1538
03_94_16	800
03_94_22	163
03_94_29	679
03_94_40	624
03_94_41	931
03_94_43	741
03_94_59	928
03_94_75	1722
03_94_76	1573
03_94_84	900
03_94_85	1271
03_94_88	806
03_94_89	1007
03_94_90	930
03_94_96	1609
03_95_01	1539
03_95_18	243
03_95_56	500
03_96_72	1009
03_96_76	1036
04_01_03	3949
04_01_39	1295
04_01_40	34
04_01_93	1144
04_01_95	3338
04_01_96	928
04_02_29	1674
04_02_44	3470
04_02_51	1357
04_02_75	4746
04_02_77	2614
04_02_78	809
04_02_94	69
04_03_04	500
04_03_11	1071
04_03_14	303
04_03_43	899
04_03_45	438
04_03_58	1064
04_03_73	368
04_03_75	351
04_03_78	748
04_03_82	316
04_04_17	3353
04_04_20	1184
04_04_24	739
04_04_28	306
04_04_46	2040
04_04_49	1166
04_04_54	600
04_04_55	1477
04_04_68	1375
04_05_03	0
04_05_18	752
04_05_28	1129
04_05_48	1044
04_05_49	472
04_05_57	1340
04_05_60	712
04_05_85	1241
04_06_04	1853
04_06_12	1241
04_06_16	2368
04_06_19	2940
04_06_28	3115
04_06_32	1437
04_06_35	1488
04_06_39	948
04_06_48	1819
04_06_49	551
04_06_52	756
04_06_57	1911
04_06_59	606
04_06_64	3289
04_07_22	962
04_07_23	0
04_07_44	1532
04_07_46	0
04_07_60	3286
04_07_66	1498
04_08_06	808
04_08_12	5544
04_08_30	4273
04_08_49	2735
04_08_51	1299
04_08_60	128
04_08_61	1063
04_08_63	1302
04_08_79	779
04_08_81	609
04_08_93	2523
04_09_01	0
04_09_03	1522
04_09_09	477
04_09_17	3544
04_09_31	2037
04_09_37	0
04_09_41	1033
04_09_79	267
04_10_07	3029
04_10_26	644
04_10_33	653
04_10_72	1197
04_10_87	855
04_10_94	3462
04_11_02	392
04_11_05	1092
04_11_27	436
04_11_51	2014
04_11_63	781
04_11_78	437
04_12_01	201
04_12_03	972
04_12_05	0
04_12_33	0
04_12_40	927
04_12_41	235
04_12_77	4532
04_12_92	562
04_13_16	872
04_13_31	0
04_13_40	2901
04_13_48	6509
04_13_68	0
04_13_77	4257
04_13_80	1364
04_13_88	4997
04_13_93	3047
04_14_01	2533
04_14_34	1589
04_14_50	2582
04_14_51	1341
04_14_52	2659
04_14_59	2154
04_14_76	1399
04_14_82	532
04_15_28	376
04_15_36	1476
04_15_46	7456
04_15_49	890
04_15_71	5120
04_15_79	1734
04_16_31	1338
04_16_51	3578
04_16_59	857
04_16_68	848
04_16_76	4342
04_16_86	0
04_17_38	1191
04_17_55	0
04_17_79	1101
04_17_90	820
04_18_12	3737
04_18_24	1846
04_18_34	3170
04_18_51	3349
04_18_77	1689
04_18_80	816
04_18_96	1629
04_19_03	776
04_19_09	1680
04_19_26	1268
04_19_27	2334
04_19_28	7514
04_19_30	334
04_19_32	5044
04_19_37	3666
04_19_45	241
04_19_67	3598
04_19_70	2798
04_19_72	125
04_19_80	829
04_19_87	2251
04_19_88	2405
04_20_09	0
04_20_21	2747
04_20_36	1619
04_20_49	254
04_20_56	4796
04_20_72	516
04_20_77	2002
04_21_01	3859
04_21_15	1233
04_21_22	0
04_21_38	1291
04_21_68	713
04_21_91	502
04_22_09	0
04_22_26	1292
04_22_30	258
04_22_31	2632
04_22_49	325
04_22_50	868
04_22_51	987
04_22_92	1033
04_23_13	780
04_23_36	268
04_23_53	979
04_23_64	0
04_23_70	1220
04_24_31	4464
04_24_38	2247
04_24_41	71
04_24_52	2692
04_24_54	704
04_24_73	770
04_24_93	1389
04_24_95	1843
04_25_07	1540
04_25_53	802
04_25_66	1950
04_25_82	1382
04_25_86	1370
04_26_08	1296
04_26_12	1781
04_26_13	1280
04_26_23	0
04_26_29	1003
04_26_63	2385
04_27_12	205
04_27_20	3541
04_27_59	0
04_28_17	1432
04_28_51	751
04_29_02	443
04_29_35	9354
04_29_50	5119
04_29_52	804
04_29_57	685
04_29_62	582
04_29_77	396
04_30_05	1931
04_30_11	1611
04_30_68	881
04_30_85	347
04_30_90	0
04_30_93	1558
04_31_10	4361
04_31_46	940
04_31_78	1506
04_31_84	0
04_31_96	3304
04_32_11	1874
04_32_16	2000
04_32_17	1039
04_32_28	1594
04_32_57	1137
04_32_69	144
04_32_71	0
04_32_82	826
04_32_89	873
04_32_96	1586
04_33_05	504
04_33_14	2429
04_33_24	4699
04_33_27	994
04_33_46	5404
04_33_48	0
04_33_54	1192
04_33_57	7533
04_33_59	0
04_33_74	4520
04_33_77	3227
04_33_80	1324
04_34_19	7127
04_34_34	2592
04_34_47	1607
04_34_54	223
04_34_65	1572
04_34_70	2476
04_34_81	1397
04_34_91	948
04_35_37	593
04_35_38	306
04_35_91	1921
04_35_93	982
04_35_96	0
04_36_20	1037
04_36_29	2185
04_36_41	1974
04_36_48	2546
04_36_58	1083
04_36_60	4077
04_36_74	2805
04_36_95	1025
04_37_09	1613
04_37_19	4684
04_37_32	1008
04_37_36	419
04_37_40	1804
04_37_59	719
04_37_70	2681
04_38_03	711
04_38_08	787
04_38_21	325
04_38_42	827
04_38_45	693
04_38_57	2081
04_38_62	6146
04_39_01	1808
04_39_28	1259
04_39_33	1244
04_39_36	1373
04_39_47	955
04_39_91	1341
04_40_69	2478
04_40_88	2120
04_40_90	1921
04_40_96	2344
04_41_06	1074
04_41_08	999
04_41_19	1824
04_41_33	1068
04_41_37	1682
04_41_47	6110
04_41_63	1037
04_41_69	86
04_41_75	2210
04_41_93	0
04_42_05	1838
04_42_14	2357
04_42_19	1639
04_42_22	1250
04_42_27	1327
04_42_37	1135
04_42_44	12849
04_42_64	11394
04_42_65	936
04_42_74	1448
04_42_79	3827
04_42_88	810
04_43_03	512
04_43_17	235
04_43_24	507
04_43_27	936
04_43_49	1526
04_43_71	1152
04_43_91	715
04_44_30	1239
04_44_46	873
04_44_64	2840
04_45_10	1260
04_45_25	0
04_45_80	5626
04_45_83	547
04_46_08	1118
04_46_37	1243
04_46_42	4023
04_46_43	5759
04_46_68	645
04_46_87	7549
04_47_15	7465
04_47_54	0
04_48_01	965
04_48_27	2261
04_48_40	4829
04_48_41	2724
04_48_44	3296
04_48_50	2059
04_48_52	4143
04_48_58	1116
04_48_65	2003
04_49_05	1041
04_49_20	1241
04_49_38	1212
04_49_50	938
04_49_51	3043
04_49_62	3777
04_50_15	774
04_50_18	1724
04_50_40	295
04_50_44	432
04_50_55	2417
04_50_72	1433
04_50_76	1994
04_51_51	1142
04_51_65	1010
04_51_66	2488
04_51_80	221
04_52_10	0
04_52_29	5101
04_52_46	950
04_52_47	1135
04_52_52	984
04_52_61	720
04_52_62	2360
04_52_93	3988
04_54_22	1818
04_54_28	954
04_54_34	1674
04_54_43	6037
04_54_54	1747
04_54_67	941
04_54_74	5090
04_54_88	1715
04_55_18	6508
04_55_50	528
04_55_61	0
04_55_89	455
04_55_95	1181
04_55_96	435
04_56_17	7813
04_56_50	2092
04_56_61	6841
04_56_90	1158
04_57_61	987
04_57_62	62
04_57_66	1308
04_57_78	2855
04_57_84	2183
04_57_88	1935
04_58_47	4174
04_58_49	1822
04_58_62	1989
04_59_15	5920
04_59_34	0
04_59_37	0
04_59_39	4911
04_59_52	1174
04_60_07	0
04_60_09	400
04_60_17	1314
04_60_20	312
04_60_35	2365
04_60_41	458
04_60_62	2697
04_60_73	0
04_60_81	395
04_60_84	2013
04_61_06	1248
04_61_11	1263
04_61_37	906
04_61_43	3603
04_61_44	649
04_61_57	2842
04_61_85	671
04_61_87	3502
04_61_92	1547
04_62_04	1390
04_62_06	2092
04_62_82	945
04_63_05	2194
04_63_59	2173
04_63_66	990
04_63_67	1824
04_63_75	2395
04_63_88	2668
04_64_05	3628
04_64_08	1288
04_64_17	1824
04_64_43	698
04_64_68	3093
04_64_75	1443
04_64_76	1526
04_64_78	0
04_65_02	6549
04_65_19	10832
04_65_35	4160
04_65_72	2522
04_65_73	723
04_65_82	0
04_65_89	5757
04_65_92	542
04_66_69	1399
04_66_74	1497
04_67_02	589
04_67_07	1651
04_67_15	2979
04_67_19	5931
04_67_27	1328
04_67_29	3377
04_67_40	1276
04_67_46	1227
04_67_80	991
04_68_01	2401
04_68_09	0
04_68_10	1105
04_68_12	220
04_68_27	2739
04_68_43	4685
04_68_52	2997
04_68_56	2330
04_68_78	2523
04_68_85	341
04_69_06	380
04_69_14	3993
04_69_20	4742
04_69_36	777
04_69_44	2203
04_69_65	2283
04_70_26	1115
04_70_36	2382
04_70_38	2027
04_70_51	1546
04_70_77	3914
04_70_93	3504
04_71_15	535
04_71_27	2284
04_71_40	6750
04_71_60	3189
04_71_78	1361
04_71_84	0
04_72_02	1053
04_72_05	1968
04_72_09	8010
04_72_12	653
04_72_28	5826
04_72_41	2004
04_72_51	0
04_72_65	3756
04_72_69	2555
04_72_76	2030
04_72_79	2776
04_72_81	0
04_72_91	932
04_73_26	4444
04_73_37	1406
04_73_47	838
04_73_66	1783
04_74_14	588
04_74_20	2135
04_74_26	722
04_74_28	1557
04_74_50	1595
04_74_51	4426
04_74_58	806
04_74_82	767
04_75_06	1388
04_75_35	603
04_75_40	1660
04_75_50	6071
04_75_52	368
04_75_67	1486
04_75_96	0
04_76_01	1495
04_76_20	1377
04_76_26	1949
04_76_30	542
04_76_47	5123
04_76_83	4459
04_77_01	1863
04_77_10	913
04_77_22	597
04_77_24	1038
04_77_35	632
04_77_41	3634
04_77_47	1880
04_77_70	1747
04_77_86	586
04_78_80	1562
04_78_85	400
04_79_16	1718
04_79_22	2139
04_79_54	1944
04_79_57	0
04_79_96	997
04_80_05	495
04_80_15	0
04_80_51	953
04_80_57	751
04_80_68	0
04_80_74	1710
04_80_75	356
04_80_81	2651
04_81_16	3177
04_81_30	1209
04_81_34	5580
04_81_40	3949
04_81_42	2786
04_81_59	2997
04_81_67	1261
04_81_69	3331
04_81_81	3931
04_81_96	0
04_82_08	4142
04_82_10	0
04_82_41	698
04_82_56	0
04_82_70	1404
04_82_73	495
04_82_78	0
04_82_93	766
04_83_08	281
04_83_09	1493
04_83_12	1012
04_83_32	595
04_83_42	33
04_83_47	844
04_83_51	649
04_83_56	221
04_83_88	416
04_84_03	0
04_84_14	138
04_84_47	758
04_84_50	791
04_84_61	626
04_84_65	1653
04_84_74	0
04_84_85	1102
04_84_86	962
04_84_90	957
04_84_91	0
04_84_93	42
04_85_09	103
04_85_30	749
04_85_31	5350
04_85_62	1482
04_85_75	915
04_85_79	1194
04_85_83	1086
04_85_91	386
04_85_93	998
04_86_06	304
04_86_18	1721
04_86_29	3916
04_86_49	2098
04_86_66	2661
04_86_69	38
04_86_73	2687
04_86_76	605
04_86_86	0
04_86_88	1144
04_86_89	2742
04_87_06	2107
04_87_31	4366
04_87_64	727
04_87_84	465
04_87_90	971
04_88_07	840
04_88_47	401
04_88_48	3435
04_88_64	1095
04_88_77	182
04_88_81	3048
04_88_82	1603
04_88_85	1150
04_88_95	1475
04_89_04	1709
04_89_21	707
04_89_22	1197
04_89_48	553
04_89_72	2677
04_89_81	1391
04_89_82	1250
04_89_85	0
04_90_04	614
04_90_14	2514
04_90_19	1314
04_90_25	306
04_90_29	175
04_90_39	0
04_90_42	562
04_90_45	1634
04_90_55	1644
04_90_76	1872
04_91_07	529
04_91_33	887
04_91_44	1016
04_91_60	0
04_91_62	500
04_91_86	1110
04_92_07	3285
04_92_13	261
04_92_55	756
04_92_62	1199
04_92_92	426
04_93_11	1888
04_93_26	1416
04_93_30	2835
04_93_41	137
04_93_48	2220
04_93_50	3461
04_93_62	2336
04_93_73	448
04_93_74	1664
04_93_78	625
04_93_92	1276
04_94_04	2006
04_94_07	1451
04_94_08	291
04_94_09	4591
04_94_13	299
04_94_15	693
04_94_20	1385
04_94_25	35
04_94_30	11
04_94_40	2210
04_94_46	342
04_94_48	27
04_94_51	0
04_94_54	1315
04_94_59	1002
04_94_61	704
04_94_63	105
04_94_70	2473
04_94_77	7425
04_94_79	660
04_94_93	684
04_94_94	692
04_95_28	0
04_95_52	394
04_95_69	0
04_95_77	1943
04_96_09	0
05_01_02	291
05_01_31	3137
05_01_59	1868
05_01_76	0
05_02_08	1033
05_02_15	2464
05_02_19	0
05_02_26	1145
05_02_27	2166
05_02_40	2702
05_02_41	1277
05_02_53	1166
05_02_54	0
05_02_61	156
05_02_67	1183
05_02_94	989
05_03_12	459
05_03_14	244
05_03_38	0
05_03_62	1734
05_03_65	242
05_03_74	99
05_03_77	684
05_04_01	0
05_04_19	4306
05_04_24	1210
05_04_38	1616
05_04_47	2877
05_04_50	251
05_04_58	129
05_04_76	1967
05_04_85	1914
05_04_88	4281
05_04_96	282
05_05_12	489
05_05_35	102
05_05_61	310
05_05_66	226
05_06_12	5012
05_06_14	8247
05_06_17	5690
05_06_27	3933
05_06_32	3202
05_06_43	2311
05_06_54	411
05_07_09	698
05_07_13	6273
05_07_29	644
05_07_30	1291
05_07_42	61
05_08_03	6660
05_08_15	674
05_08_40	908
05_08_46	1561
05_08_52	3322
05_08_69	6810
05_08_72	684
05_08_85	3875
05_08_94	4402
05_09_01	502
05_09_44	15
05_09_49	724
05_09_70	269
05_09_72	366
05_09_79	3326
05_09_93	675
05_10_02	1281
05_10_17	368
05_10_44	7741
05_10_65	6632
05_10_67	2051
05_10_68	6683
05_10_72	295
05_10_85	0
05_11_17	527
05_11_31	1027
05_11_42	1446
05_11_95	1011
05_12_01	505
05_12_13	342
05_12_50	1477
05_12_70	327
05_12_80	344
05_12_84	2153
05_12_87	262
05_12_93	760
05_13_04	1026
05_13_29	2685
05_13_54	9321
05_13_56	2538
05_13_81	1749
05_14_10	3880
05_14_13	4532
05_14_19	614
05_14_32	4860
05_14_47	5678
05_14_94	549
05_15_25	0
05_15_28	1525
05_15_36	6606
05_15_39	1118
05_15_56	2692
05_15_65	79
05_16_26	2694
05_16_37	2425
05_16_38	960
05_16_41	908
05_16_43	404
05_16_52	48
05_16_81	653
05_17_02	354
05_17_37	1248
05_17_55	2546
05_17_66	1749
05_17_73	560
05_17_90	234
05_18_23	13130
05_18_28	2415
05_18_69	1944
05_18_95	3077
05_19_07	1374
05_19_15	0
05_19_16	391
05_19_20	1377
05_19_34	1569
05_19_36	5169
05_19_39	612
05_19_50	0
05_19_83	1530
05_20_07	1965
05_20_13	2167
05_20_41	940
05_20_45	853
05_20_48	2592
05_20_55	8803
05_20_65	677
05_20_72	4631
05_20_86	6021
05_20_93	5452
05_20_95	3580
05_21_30	264
05_21_34	1818
05_21_50	1324
05_21_68	0
05_22_03	830
05_22_37	1953
05_22_53	2461
05_22_72	747
05_22_96	2855
05_23_07	0
05_23_29	774
05_23_70	2493
05_23_72	20
05_23_88	0
05_23_96	4534
05_24_02	198
05_24_03	0
05_24_05	1620
05_24_13	1812
05_24_16	0
05_24_19	1234
05_24_34	2986
05_24_39	794
05_24_62	3894
05_24_77	1683
05_24_94	1592
05_25_07	11502
05_25_32	4763
05_25_54	2401
05_25_57	3749
05_25_77	1974
05_25_83	753
05_26_01	1399
05_26_05	3079
05_26_11	2193
05_26_15	2428
05_26_24	2270
05_26_53	5493
05_26_76	6974
05_26_86	5098
05_27_29	2154
05_27_37	0
05_27_38	1799
05_27_56	0
05_27_61	2919
05_27_77	397
05_27_82	583
05_28_02	248
05_28_19	98
05_28_21	800
05_28_23	2537
05_28_40	2096
05_28_41	802
05_28_52	133
05_28_61	2283
05_28_62	5063
05_28_65	1796
05_28_71	0
05_28_74	4412
05_28_76	2246
05_28_91	5090
05_29_02	1929
05_29_04	5459
05_29_19	1897
05_29_26	531
05_29_47	4912
05_29_59	0
05_29_65	4925
05_30_31	2085
05_30_42	7074
05_30_58	952
05_30_61	43
05_30_71	3980
05_30_75	0
05_30_80	1210
05_30_91	94
05_31_05	1578
05_31_08	6866
05_31_24	2430
05_31_44	625
05_31_69	3481
05_31_73	1026
05_31_88	874
05_31_91	532
05_32_11	0
05_32_14	900
05_32_31	1788
05_32_39	1818
05_32_65	1569
05_32_88	0
05_32_90	1641
05_32_94	104
05_33_17	0
05_33_34	0
05_33_40	4924
05_33_42	1489
05_33_87	614
05_33_96	3117
05_34_02	978
05_34_33	658
05_34_39	2951
05_34_40	2036
05_34_44	578
05_34_46	2906
05_34_52	1139
05_34_61	1249
05_34_77	1171
05_34_79	2664
05_34_91	2275
05_35_19	1281
05_35_33	559
05_35_50	484
05_35_75	2564
05_35_78	2182
05_36_04	812
05_36_13	2886
05_37_01	381
05_37_02	0
05_37_69	1201
05_37_71	257
05_37_77	2930
05_38_29	708
05_38_47	615
05_38_53	429
05_38_57	4585
05_38_73	0
05_38_90	749
05_39_08	4148
05_39_15	36
05_39_28	2496
05_39_41	3156
05_39_47	1378
05_39_61	1305
05_39_72	2901
05_39_79	14
05_39_85	315
05_39_95	0
05_40_02	0
05_40_08	4101
05_40_84	983
05_40_91	143
05_41_16	12410
05_41_36	2595
05_41_47	2592
05_41_51	4262
05_42_09	728
05_42_41	1020
05_42_45	1590
05_42_47	344
05_42_52	9584
05_42_54	7387
05_42_66	2457
05_42_74	1547
05_42_89	0
05_43_29	2573
05_43_77	707
05_43_85	683
05_43_92	590
05_44_14	881
05_44_31	1684
05_44_44	4284
05_44_67	407
05_45_02	4063
05_45_15	2594
05_45_49	357
05_45_61	2025
05_45_87	6317
05_45_93	695
05_46_10	2180
05_46_11	1581
05_46_24	3647
05_46_31	0
05_46_40	1607
05_46_75	2341
05_46_79	634
05_46_85	3916
05_47_46	0
05_47_65	337
05_48_07	3050
05_48_22	1911
05_48_25	883
05_48_34	5472
05_48_42	790
05_48_46	470
05_48_48	2509
05_48_56	4882
05_48_58	1600
05_48_64	1894
05_48_69	859
05_49_05	0
05_49_08	1383
05_49_11	0
05_49_13	3708
05_49_24	1082
05_49_34	7722
05_49_37	3056
05_49_41	521
05_49_65	2130
05_50_14	771
05_50_27	3227
05_50_32	483
05_51_13	2971
05_51_30	1537
05_51_36	1119
05_51_75	2568
05_51_79	1186
05_51_94	1425
05_52_05	558
05_52_06	4840
05_52_22	1032
05_52_33	3231
05_52_49	5637
05_53_06	405
05_53_11	369
05_53_27	1603
05_53_28	2701
05_53_64	1371
05_53_74	1580
05_53_79	3202
05_53_89	2107
05_53_95	2503
05_53_96	1445
05_54_25	1127
05_54_36	1556
05_54_53	2656
05_54_79	6711
05_55_01	2429
05_55_14	87
05_55_15	0
05_55_29	2187
05_55_30	518
05_55_37	379
05_55_39	947
05_55_64	730
05_55_95	274
05_56_05	1683
05_56_14	5406
05_56_28	12322
05_56_37	5795
05_56_84	4176
05_56_92	12262
05_56_94	0
05_57_03	3622
05_57_24	1897
05_57_34	0
05_57_41	4350
05_57_50	282
05_57_69	169
05_57_76	4340
05_57_81	3574
05_57_88	4136
05_57_89	1458
05_57_96	5932
05_58_05	61
05_58_17	1732
05_58_25	339
05_58_38	847
05_58_42	5183
05_58_48	968
05_58_56	1657
05_58_59	4664
05_58_67	3689
05_59_04	3618
05_59_26	1178
05_59_28	1969
05_59_35	2572
05_59_37	1585
05_59_47	837
05_59_49	1309
05_59_53	452
05_59_59	2713
05_59_64	0
05_59_89	1429
05_60_12	130
05_60_14	0
05_60_33	372
05_60_37	0
05_60_47	1595
05_60_56	337
05_60_64	119
05_60_70	691
05_60_88	56
05_61_01	3031
05_61_02	1725
05_61_54	396
05_61_61	1179
05_62_27	599
05_62_39	1902
05_62_44	0
05_62_45	1699
05_62_50	6497
05_63_10	861
05_63_23	3018
05_63_76	4105
05_63_92	4828
05_64_02	0
05_64_23	2209
05_64_29	2715
05_64_68	4999
05_64_69	5397
05_64_72	400
05_64_92	9436
05_65_04	2067
05_65_10	1496
05_65_36	13289
05_65_56	7990
05_65_64	5123
05_65_84	402
05_66_03	747
05_66_15	1865
05_66_47	649
05_66_56	2262
05_66_64	6333
05_66_65	0
05_66_67	5867
05_66_74	2620
05_66_90	1655
05_67_01	1358
05_67_41	2128
05_67_50	1653
05_67_59	1538
05_67_73	2138
05_68_09	2494
05_68_11	2555
05_68_19	2024
05_68_39	393
05_68_74	779
05_68_96	333
05_69_04	1176
05_69_17	959
05_69_20	1280
05_69_69	3918
05_69_73	3025
05_69_78	932
05_70_01	1526
05_70_31	740
05_70_71	1806
05_70_79	294
05_71_27	1135
05_71_49	1140
05_71_54	3372
05_71_81	7491
05_72_03	1628
05_72_04	2016
05_72_26	2894
05_72_34	1552
05_72_54	917
05_72_55	2158
05_72_69	2277
05_72_78	3975
05_72_84	1054
05_72_94	8871
05_73_13	2749
05_73_33	0
05_73_39	926
05_73_57	5988
05_73_68	1973
05_73_91	2302
05_74_15	142
05_74_33	3035
05_74_74	257
05_74_90	7837
05_75_06	933
05_75_12	5375
05_75_13	1552
05_75_18	1601
05_75_25	1523
05_75_45	296
05_75_49	0
05_75_51	8180
05_75_86	824
05_76_06	9804
05_76_21	1775
05_76_48	7594
05_76_54	620
05_76_57	68
05_76_63	1516
05_76_66	3156
05_76_74	2112
05_76_76	1689
05_76_78	1219
05_77_16	450
05_77_28	494
05_77_80	9847
05_78_20	5588
05_78_21	645
05_78_25	483
05_78_31	1473
05_78_38	1858
05_78_72	1640
05_79_14	3294
05_79_24	0
05_79_33	0
05_79_46	0
05_79_53	554
05_79_64	412
05_79_74	444
05_80_17	805
05_80_37	5983
05_80_45	409
05_80_49	1452
05_80_60	688
05_80_75	525
05_80_96	411
05_81_03	654
05_81_42	8596
05_81_47	4784
05_81_54	2610
05_81_61	1796
05_81_84	4090
05_81_89	1302
05_81_91	566
05_82_12	506
05_82_36	916
05_82_43	1425
05_82_50	2106
05_82_51	1753
05_82_68	1096
05_82_71	2348
05_82_73	1529
05_82_84	614
05_82_91	4231
05_83_06	1452
05_83_55	231
05_83_70	539
05_83_78	93
05_83_96	341
05_84_20	2057
05_84_45	1278
05_84_63	642
05_84_65	5208
05_84_79	2325
05_84_80	415
05_84_88	1527
05_84_89	1779
05_84_93	6856
05_85_13	2077
05_85_14	3499
05_85_33	3347
05_85_53	512
05_85_55	725
05_85_59	1631
05_85_66	796
05_85_67	4803
05_85_82	11409
05_85_90	1714
05_85_93	8
05_86_05	1250
05_86_39	1919
05_86_46	0
05_86_52	1244
05_86_67	0
05_86_68	595
05_86_77	3101
05_87_06	326
05_87_14	821
05_87_22	979
05_87_32	994
05_87_39	2058
05_87_60	1273
05_87_69	5145
